date,"song, artist",song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity_score
9/8/86,"Opportunities (Let's Make Lots Of Money), Pet Shop Boys",Opportunities (Let's Make Lots Of Money),Pet Shop Boys,0.656,0.834,8.0,-6.696,1.0,0.0396,0.0235,0.000256,0.0442,0.674,120.458,223667.0,0.3993759750390016
8/7/89,"I Won't Back Down, Tom Petty",I Won't Back Down,Tom Petty,0.765,0.476,7.0,-13.487,1.0,0.0329,0.0504,2.76e-06,0.165,0.965,114.02,178360.0,0.3989361702127659
9/5/87,"Walking Down Your Street, The Bangles",Walking Down Your Street,The Bangles,0.642,0.684,5.0,-12.464,1.0,0.0355,0.0303,0.0,0.28,0.841,150.159,182813.0,0.3987538940809969
8/8/87,"Wot's It To Ya, Robbie Nevil",Wot's It To Ya,Robbie Nevil,0.732,0.738,7.0,-12.224,1.0,0.0388,0.414,2.31e-06,0.504,0.921,91.576,227827.0,0.3987538940809969
8/12/90,"Justify My Love, Madonna",Justify My Love,Madonna,0.698,0.662,1.0,-12.58,1.0,0.111,0.00213,0.703,0.047,0.503,99.661,302840.0,0.3983739837398374
9/11/85,"One Night Love Affair, Bryan Adams",One Night Love Affair,Bryan Adams,0.519,0.845,6.0,-5.667,0.0,0.0374,0.000515,1.61e-06,0.376,0.609,124.624,273081.0,0.3982300884955753
8/4/89,"I Beg Your Pardon, Kon Kan",I Beg Your Pardon,Kon Kan,0.578,0.919,11.0,-7.551,1.0,0.048,0.0158,0.00164,0.118,0.763,123.135,241000.0,0.3970588235294117
9/12/89,"Tender Lover, Babyface",Tender Lover,Babyface,0.743,0.86,5.0,-6.346,1.0,0.0445,0.226,0.000422,0.0513,0.687,102.459,259267.0,0.396978021978022
9/4/83,"Fall In Love With Me, Earth, Wind",Fall In Love With Me,"Earth, Wind",0.862,0.588,0.0,-11.363,1.0,0.0536,0.109,0.000452,0.0869,0.778,117.464,352067.0,0.3968992248062015
9/11/85,"Dancing In The Street, David Bowie",Dancing In The Street,David Bowie,0.6,0.816,4.0,-13.64,1.0,0.0431,0.117,0.0,0.126,0.744,130.99,204787.0,0.3967611336032389
9/11/85,"Cry, Godley",Cry,Godley,0.555,0.457,9.0,-11.294,1.0,0.0271,0.494,0.126,0.116,0.345,99.06,236533.0,0.3964334705075445
7/1/84,"Baby I Lied, Deborah Allen",Baby I Lied,Deborah Allen,0.63,0.478,11.0,-10.589,1.0,0.0275,0.318,6.49e-05,0.0942,0.279,92.491,250120.0,0.3958707360861759
9/3/85,"Keeping The Faith, Billy Joel",Keeping The Faith,Billy Joel,0.781,0.672,2.0,-7.474,1.0,0.108,0.245,0.0,0.161,0.854,90.609,279000.0,0.3956723338485317
9/9/89,"Mixed Emotions, The Rolling Stones",Mixed Emotions,The Rolling Stones,0.493,0.956,7.0,-4.257,1.0,0.0429,0.0995,0.000295,0.83,0.831,137.091,278107.0,0.3956043956043956
9/9/89,"One, Bee Gees",One,Bee Gees,0.751,0.746,11.0,-7.002,1.0,0.029,0.0965,3.13e-06,0.996,0.304,105.98,226467.0,0.3951612903225806
8/4/89,"Your Mama Don't Dance, Poison",Your Mama Don't Dance,Poison,0.534,0.931,1.0,-3.606,1.0,0.0613,0.0185,0.0,0.193,0.832,150.359,180493.0,0.3951612903225806
8/5/82,"Get Down On It, Kool",Get Down On It,Kool,0.877,0.56,7.0,-8.529,1.0,0.0621,0.156,0.000139,0.0535,0.969,110.86,211680.0,0.3948087431693988
9/1/82,"She's A Bad Mama Jama (She's Built, She's Stacked), Carl Carlton","She's A Bad Mama Jama (She's Built, She's Stacked)",Carl Carlton,0.902,0.551,9.0,-6.267,0.0,0.0703,0.15,1.95e-06,0.0459,0.776,114.258,235933.0,0.3948075201432408
9/4/83,"It Might Be You, Stephen Bishop",It Might Be You,Stephen Bishop,0.56,0.274,7.0,-16.161,1.0,0.0256,0.567,1.07e-05,0.108,0.229,89.898,258901.0,0.3944773175542406
9/3/85,"Along Comes A Woman, Chicago",Along Comes A Woman,Chicago,0.735,0.643,2.0,-4.597,1.0,0.0323,0.0964,5.37e-06,0.0644,0.891,111.901,255093.0,0.3944530046224961
8/10/88,"Spy In The House Of Love, Was (Not Was)",Spy In The House Of Love,Was (Not Was),0.742,0.724,5.0,-12.378,1.0,0.0291,0.173,4.97e-05,0.128,0.96,117.947,256800.0,0.3942701227830832
8/7/89,"The Doctor, The Doobie Brothers",The Doctor,The Doobie Brothers,0.567,0.916,3.0,-7.263,1.0,0.0457,0.0134,0.00108,0.0691,0.748,148.011,225853.0,0.3927855711422845
7/4/90,"All My Life, Linda Ronstadt (",All My Life,Linda Ronstadt (,0.602,0.523,3.0,-8.753,1.0,0.034,0.444,5.4e-06,0.05,0.374,74.005,210960.0,0.3926701570680628
7/1/84,"In A Big Country, Big Country",In A Big Country,Big Country,0.641,0.775,9.0,-6.419,1.0,0.0498,0.00184,0.177,0.0948,0.854,126.174,284067.0,0.3926701570680628
8/9/90,"Cherry Pie, Warrant",Cherry Pie,Warrant,0.407,0.955,2.0,-4.164,1.0,0.164,0.0251,0.0,0.347,0.508,177.48,201107.0,0.3921302578018996
7/4/90,"Too Late To Say Goodbye, Richard Marx",Too Late To Say Goodbye,Richard Marx,0.53,0.905,4.0,-9.166,0.0,0.0436,0.276,0.00303,0.106,0.373,101.297,292600.0,0.3921113689095128
8/6/85,"The Goonies `R' Good Enough, Cyndi Lauper",The Goonies `R' Good Enough,Cyndi Lauper,0.71,0.807,1.0,-8.97,0.0,0.0378,0.25,1.88e-05,0.0744,0.946,139.551,218440.0,0.39198606271777
8/11/86,"All I Wanted, Kansas",All I Wanted,Kansas,0.492,0.47,10.0,-14.237,1.0,0.0367,0.0156,0.0,0.659,0.665,113.22,201133.0,0.3917775090689238
9/4/88,"Dreaming, Orchestral Manoeuvres In The Dark",Dreaming,Orchestral Manoeuvres In The Dark,0.586,0.867,0.0,-5.677,1.0,0.03,0.101,0.00173,0.0789,0.516,124.563,239693.0,0.3915989159891599
9/6/84,"Stay The Night, Chicago",Stay The Night,Chicago,0.486,0.684,0.0,-7.07,1.0,0.0421,0.0208,0.0,0.0597,0.733,168.121,226893.0,0.3915989159891599
9/7/83,"Human Touch, Rick Springfield",Human Touch,Rick Springfield,0.74,0.881,2.0,-4.666,1.0,0.0503,0.0413,2.63e-05,0.0364,0.9,134.622,235093.0,0.3913043478260869
7/6/86,"Be Good To Yourself, Journey",Be Good To Yourself,Journey,0.35,0.986,0.0,-2.682,1.0,0.067,0.0247,6.61e-06,0.315,0.357,148.937,231680.0,0.390625
9/1/82,"Through The Years, Kenny Rogers",Through The Years,Kenny Rogers,0.587,0.393,0.0,-11.455,1.0,0.028,0.225,0.0,0.107,0.271,131.266,286067.0,0.390625
9/7/88,"Lost In You, Rod Stewart",Lost In You,Rod Stewart,0.597,0.528,7.0,-16.176,0.0,0.0408,0.0128,0.00135,0.0788,0.442,118.555,302000.0,0.3903614457831325
9/9/89,"(You're My One And Only) True Love, Seduction",(You're My One And Only) True Love,Seduction,0.616,0.912,10.0,-4.069,0.0,0.0345,0.0287,8.77e-05,0.0681,0.927,104.415,276850.0,0.3902654867256637
7/4/84,"The Politics Of Dancing, Re-flex",The Politics Of Dancing,Re-flex,0.685,0.957,11.0,-8.214,1.0,0.0445,0.0611,0.00025,0.317,0.809,127.27,237333.0,0.3902654867256637
9/4/88,"Check It Out, John Mellencamp",Check It Out,John Mellencamp,0.608,0.834,0.0,-3.584,1.0,0.0239,0.0176,1.8e-05,0.12,0.615,105.782,259227.0,0.389948006932409
9/1/88,"Animal, Def Leppard",Animal,Def Leppard,0.583,0.921,11.0,-5.215,1.0,0.0468,0.00153,0.0178,0.188,0.613,119.526,244560.0,0.3898488120950323
9/6/90,"Heartbeat, Seduction",Heartbeat,Seduction,0.77,0.638,8.0,-11.648,1.0,0.115,0.041,0.113,0.127,0.688,98.916,422533.0,0.3896499238964992
9/10/82,"Hold On, Santana",Hold On,Santana,0.671,0.516,7.0,-15.981,0.0,0.0519,0.488,2.8e-05,0.138,0.711,124.699,261027.0,0.3888888888888888
8/9/90,"Heart Of Stone, Taylor Dayne",Heart Of Stone,Taylor Dayne,0.461,0.82,7.0,-5.324,0.0,0.0346,0.162,0.0,0.106,0.602,186.045,257160.0,0.3884673748103187
9/1/82,"Working For The Weekend, Loverboy",Working For The Weekend,Loverboy,0.515,0.766,7.0,-12.768,1.0,0.0343,0.0249,0.00103,0.455,0.774,146.911,221000.0,0.3883495145631067
7/6/86,"Move Away, Culture Club",Move Away,Culture Club,0.666,0.692,5.0,-11.583,1.0,0.0379,0.151,6.44e-06,0.34,0.89,132.253,261733.0,0.3881188118811881
8/9/84,"Panama, Van Halen",Panama,Van Halen,0.526,0.978,8.0,-5.436,1.0,0.108,0.00122,4.75e-05,0.0744,0.451,141.167,210227.0,0.3879310344827587
8/9/90,"Hippychick, Soho",Hippychick,Soho,0.735,0.758,6.0,-13.64,1.0,0.0534,0.098,0.00675,0.101,0.793,98.969,192360.0,0.3879194630872483
8/5/82,"(oh) Pretty Woman, Van Halen",(oh) Pretty Woman,Van Halen,0.441,0.97,1.0,-2.1,0.0,0.0708,0.192,1.68e-06,0.312,0.5,128.289,172671.0,0.3878787878787879
9/9/89,"Kisses On The Wind, Neneh Cherry",Kisses On The Wind,Neneh Cherry,0.759,0.687,1.0,-10.833,1.0,0.0893,0.0733,1.86e-06,0.0929,0.783,117.959,237373.0,0.3873517786561264
7/1/84,"Middle Of The Road, Pretenders",Middle Of The Road,Pretenders,0.488,0.959,9.0,-5.575,1.0,0.0758,0.00333,0.0767,0.025,0.67,166.799,254293.0,0.3873517786561264
8/5/82,"Should I Do It, The Pointer Sisters",Should I Do It,The Pointer Sisters,0.666,0.803,11.0,-4.636,0.0,0.0288,0.126,0.000176,0.609,0.75,130.443,231600.0,0.3872919818456883
8/1/83,"Shock The Monkey, Peter Gabriel",Shock The Monkey,Peter Gabriel,0.784,0.662,0.0,-8.539,1.0,0.0627,0.11,0.00136,0.112,0.923,148.416,328440.0,0.386634844868735
8/12/84,"Hello Again, The Cars",Hello Again,The Cars,0.857,0.869,11.0,-5.548,0.0,0.0429,0.233,0.0265,0.109,0.922,129.368,226415.0,0.3852739726027397
9/1/82,"Someone Could Lose A Heart Tonight, Eddie Rabbitt",Someone Could Lose A Heart Tonight,Eddie Rabbitt,0.811,0.496,10.0,-9.505,0.0,0.0727,0.287,0.00222,0.0552,0.576,128.756,207707.0,0.3852739726027397
9/11/85,"Emergency, Kool",Emergency,Kool,0.932,0.509,1.0,-14.598,0.0,0.0469,0.0118,0.0081,0.185,0.981,124.586,320840.0,0.3849624060150376
8/10/88,"Fallen Angel, Poison",Fallen Angel,Poison,0.509,0.935,6.0,-3.633,1.0,0.0493,0.00864,1.17e-06,0.255,0.501,148.062,238200.0,0.3849624060150376
9/10/82,"Southern Cross, Crosby, Stills",Southern Cross,"Crosby, Stills",0.668,0.447,2.0,-11.124,1.0,0.0312,0.48,2.89e-06,0.153,0.588,81.415,281000.0,0.3848202396804261
8/4/89,"Cult Of Personality, Living Colour",Cult Of Personality,Living Colour,0.504,0.918,0.0,-3.463,1.0,0.0517,0.00164,2.12e-05,0.78,0.539,92.031,294827.0,0.3839590443686007
9/6/90,"Expression, Salt-N-Pepa",Expression,Salt-N-Pepa,0.936,0.571,6.0,-10.834,1.0,0.0846,0.0347,2.81e-06,0.101,0.881,107.738,236240.0,0.3838120104438642
9/5/81,"Her Town Too, James Taylor",Her Town Too,James Taylor,0.706,0.403,2.0,-15.017,1.0,0.0277,0.18,0.0,0.0975,0.56,97.381,274440.0,0.3835616438356164
8/8/87,"Love Power, Dionne Warwick",Love Power,Dionne Warwick,0.78,0.39,0.0,-16.191,0.0,0.0311,0.307,1.46e-05,0.101,0.68,116.161,276040.0,0.3835616438356164
9/5/81,"Modern Girl, Sheena Easton",Modern Girl,Sheena Easton,0.679,0.661,0.0,-12.017,1.0,0.0862,0.467,1.83e-05,0.193,0.823,119.596,217467.0,0.3834319526627219
9/10/82,"Missing You, Dan Fogelberg",Missing You,Dan Fogelberg,0.632,0.791,9.0,-6.856,0.0,0.0313,0.195,1.04e-05,0.353,0.804,92.854,245293.0,0.3832335329341317
8/12/84,"What About Me?, Kenny Rogers With Kim Carnes",What About Me?,Kenny Rogers With Kim Carnes,0.492,0.352,1.0,-14.948,1.0,0.0275,0.737,0.0,0.111,0.262,79.369,263133.0,0.3828207847295864
9/7/83,"Rock Of Ages, Def Leppard",Rock Of Ages,Def Leppard,0.706,0.785,11.0,-7.666,0.0,0.041,0.00802,0.0319,0.195,0.636,105.893,247829.0,0.3826530612244898
8/10/83,"Ain't Nobody, Chaka Khan",Ain't Nobody,Chaka Khan,0.824,0.766,10.0,-12.393,0.0,0.0457,0.223,6.34e-05,0.116,0.724,104.8,245133.0,0.3824152542372881
7/4/90,"Sacrifice, Elton John",Sacrifice,Elton John,0.756,0.422,11.0,-12.967,0.0,0.0292,0.0165,0.00183,0.0368,0.487,112.751,304133.0,0.3822751322751323
7/3/87,"This Is The Time, Billy Joel",This Is The Time,Billy Joel,0.694,0.477,10.0,-10.524,1.0,0.0268,0.586,2.99e-05,0.0812,0.369,128.26,301920.0,0.3822751322751323
9/6/84,"You Can't Get What You Want, Joe Jackson",You Can't Get What You Want,Joe Jackson,0.578,0.77,7.0,-6.766,0.0,0.0284,0.00348,0.00557,0.101,0.813,126.122,293000.0,0.382089552238806
7/4/84,"The Language Of Love, Dan Fogelberg",The Language Of Love,Dan Fogelberg,0.641,0.491,2.0,-12.465,1.0,0.0316,0.102,0.00302,0.42,0.941,122.932,221000.0,0.3820662768031189
8/10/88,"True Love, Glenn Frey",True Love,Glenn Frey,0.561,0.534,0.0,-12.483,1.0,0.0645,0.418,6.59e-05,0.194,0.453,204.079,279693.0,0.3820033955857385
9/12/89,"Get On Your Feet, Gloria Estefan",Get On Your Feet,Gloria Estefan,0.724,0.779,9.0,-10.036,1.0,0.037,0.102,0.00152,0.129,0.93,123.934,218133.0,0.3817701453104359
8/5/82,"Man On Your Mind, Little River Band",Man On Your Mind,Little River Band,0.812,0.697,4.0,-8.741,1.0,0.0455,0.0988,0.000282,0.0798,0.961,112.856,258067.0,0.3815201192250372
9/7/88,"Rag Doll, Aerosmith",Rag Doll,Aerosmith,0.579,0.954,4.0,-3.947,1.0,0.0558,0.583,0.0,0.139,0.583,93.448,265693.0,0.3812664907651715
9/9/89,"Headed For A Heartbreak, Winger",Headed For A Heartbreak,Winger,0.462,0.507,2.0,-13.849,0.0,0.0308,0.022,0.000634,0.253,0.386,134.253,312600.0,0.3811764705882353
8/4/89,"More Than You Know, Martika",More Than You Know,Martika,0.708,0.917,0.0,-5.878,1.0,0.0558,0.241,2.9e-05,0.0428,0.938,118.096,246040.0,0.380952380952381
7/4/84,"Girls, Dwight Twilley",Girls,Dwight Twilley,0.705,0.668,0.0,-13.3,1.0,0.0309,0.0304,0.0,0.15,0.965,130.119,208987.0,0.3809523809523809
9/8/86,"Missionary Man, Eurythmics",Missionary Man,Eurythmics,0.593,0.85,10.0,-4.271,0.0,0.0582,0.0392,5.41e-06,0.248,0.567,124.894,267947.0,0.3798219584569733
8/9/90,"Policy Of Truth, Depeche Mode",Policy Of Truth,Depeche Mode,0.678,0.657,8.0,-7.3,1.0,0.028,0.00933,0.225,0.118,0.358,114.209,294040.0,0.3798219584569733
9/6/90,"Your Baby Never Looked Good In Blue, Expose",Your Baby Never Looked Good In Blue,Expose,0.641,0.518,0.0,-6.264,1.0,0.0278,0.524,3.57e-06,0.0642,0.353,138.483,233827.0,0.3798219584569733
7/4/90,"Sometimes She Cries, Warrant",Sometimes She Cries,Warrant,0.442,0.523,11.0,-11.716,1.0,0.0273,0.00254,6.18e-06,0.349,0.654,146.501,283933.0,0.3797634691195795
9/12/89,"Fool For Your Loving, Whitesnake",Fool For Your Loving,Whitesnake,0.503,0.943,9.0,-4.951,0.0,0.0403,0.00171,4.1e-05,0.253,0.536,125.861,248547.0,0.3793103448275862
9/10/82,"The One You Love, Glenn Frey",The One You Love,Glenn Frey,0.603,0.302,7.0,-13.698,1.0,0.0242,0.44,0.00701,0.172,0.488,75.274,274560.0,0.3787680209698558
8/9/90,"Fly To the Angels, Slaughter",Fly To the Angels,Slaughter,0.501,0.576,0.0,-12.26,1.0,0.0358,0.073,0.000277,0.101,0.369,119.968,272240.0,0.3785046728971962
8/2/86,"It's Only Love, Bryan Adams/Tina Turner",It's Only Love,Bryan Adams/Tina Turner,0.515,0.805,5.0,-4.491,1.0,0.0345,0.00993,1.57e-05,0.419,0.743,101.161,194618.0,0.3776493256262043
8/11/86,"Emotion In Motion, Ric Ocasek",Emotion In Motion,Ric Ocasek,0.657,0.527,0.0,-12.107,1.0,0.029,0.3,0.234,0.0669,0.926,106.028,280600.0,0.3776150627615062
9/6/90,"Ooh La La (I Can't Get Over You), Perfect Gentlemen",Ooh La La (I Can't Get Over You),Perfect Gentlemen,0.645,0.328,7.0,-11.329,0.0,0.0275,0.481,0.0,0.0812,0.296,136.433,286067.0,0.3775811209439528
8/11/86,"Wild Wild Life, Talking Heads",Wild Wild Life,Talking Heads,0.649,0.714,9.0,-11.268,1.0,0.029,0.0153,0.0,0.334,0.964,137.478,219827.0,0.3775684931506849
8/12/84,"Walking On A Thin Line, Huey Lewis",Walking On A Thin Line,Huey Lewis,0.673,0.601,2.0,-8.606,1.0,0.0308,0.00086,6.77e-05,0.103,0.679,128.242,310667.0,0.3775167785234899
6/3/82,"Spirits In The Material World, The Police",Spirits In The Material World,The Police,0.833,0.663,9.0,-7.859,0.0,0.058,0.273,0.016,0.0327,0.859,141.551,179067.0,0.3772321428571428
8/9/90,"Joey, Concrete Blonde",Joey,Concrete Blonde,0.607,0.788,7.0,-5.326,1.0,0.0293,0.0151,0.0136,0.173,0.334,118.696,248960.0,0.3766478342749529
9/7/83,"Saved By Zero, The Fixx",Saved By Zero,The Fixx,0.734,0.8,11.0,-7.279,0.0,0.0331,0.103,0.00168,0.064,0.968,117.526,220733.0,0.3764705882352941
7/3/81,"Hearts On Fire, Randy Meisner",Hearts On Fire,Randy Meisner,0.668,0.477,11.0,-13.992,1.0,0.0298,0.0872,9.42e-05,0.0961,0.787,131.041,168733.0,0.3756260434056761
9/7/88,"Supersonic, J.J. Fad",Supersonic,J.J. Fad,0.825,0.391,7.0,-15.962,1.0,0.202,0.000374,0.00188,0.0608,0.396,132.104,232307.0,0.3754848719937936
7/4/84,"Almost Over You, Sheena Easton",Almost Over You,Sheena Easton,0.34,0.274,8.0,-10.67,1.0,0.0301,0.85,0.0,0.244,0.304,139.044,221493.0,0.375234521575985
9/5/81,"Seven Year Ache, Rosanne Cash",Seven Year Ache,Rosanne Cash,0.747,0.568,9.0,-8.651,0.0,0.0319,0.475,0.000165,0.127,0.684,121.615,194853.0,0.375234521575985
7/2/81,"I Believe In You, Don Williams",I Believe In You,Don Williams,0.512,0.212,7.0,-21.426,1.0,0.0483,0.88,0.00573,0.115,0.51,117.756,246440.0,0.375
8/6/85,"Rock Me Tonight, Freddie Jackson",Rock Me Tonight,Freddie Jackson,0.714,0.613,1.0,-6.627,1.0,0.0381,0.415,0.0,0.0598,0.524,143.933,244227.0,0.3744813278008299
9/12/89,"I Want You, Shana",I Want You,Shana,0.741,0.81,5.0,-10.751,1.0,0.0524,0.241,0.18,0.0921,0.827,119.629,305773.0,0.3743807501769285
7/1/84,"Synchronicity II, The Police",Synchronicity II,The Police,0.414,0.851,2.0,-8.714,1.0,0.0413,0.0675,0.0047,0.333,0.567,158.907,300467.0,0.3740458015267175
8/8/81,"Fire And Ice, Pat Benatar",Fire And Ice,Pat Benatar,0.734,0.478,0.0,-9.768,0.0,0.0313,0.105,0.000621,0.101,0.679,118.359,201227.0,0.3731343283582089
9/6/90,"House Of Pain, Faster Pussycat",House Of Pain,Faster Pussycat,0.508,0.727,0.0,-6.159,1.0,0.0346,0.0475,3.86e-05,0.0869,0.249,121.323,344613.0,0.3730964467005076
8/4/89,"Rocket, Def Leppard",Rocket,Def Leppard,0.521,0.916,11.0,-6.822,1.0,0.0467,0.000249,0.00116,0.948,0.398,81.998,396823.0,0.3730684326710817
8/6/85,"That Was Yesterday, Foreigner",That Was Yesterday,Foreigner,0.431,0.683,8.0,-7.417,0.0,0.0293,0.0477,8.19e-06,0.213,0.506,114.877,229053.0,0.3725165562913907
7/3/81,"Guitar Man, Elvis Presley",Guitar Man,Elvis Presley,0.603,0.66,6.0,-13.158,1.0,0.0576,0.538,1.32e-06,0.0747,0.905,113.538,139160.0,0.3723404255319149
9/2/85,"Understanding, Bob Seger",Understanding,Bob Seger,0.731,0.756,9.0,-5.95,1.0,0.0266,0.0766,8.91e-05,0.0448,0.514,119.61,224667.0,0.371900826446281
7/8/82,"Kids In America, Kim Wilde",Kids In America,Kim Wilde,0.557,0.782,4.0,-3.899,1.0,0.0475,0.0953,6.75e-06,0.118,0.305,159.621,205533.0,0.3715596330275229
9/5/87,"Serious, Donna Allen",Serious,Donna Allen,0.869,0.563,10.0,-9.251,0.0,0.0588,0.146,1.36e-05,0.0727,0.775,110.763,332487.0,0.3715596330275229
9/8/86,"The Edge Of Heaven, Wham!",The Edge Of Heaven,Wham!,0.493,0.665,9.0,-13.817,0.0,0.0424,0.117,0.0,0.159,0.877,152.644,270800.0,0.3714285714285714
9/6/84,"Alibis, Sergio Mendes",Alibis,Sergio Mendes,0.84,0.503,9.0,-13.006,1.0,0.03,0.304,2.74e-05,0.0683,0.78,107.149,242707.0,0.3710174717368962
9/11/85,"Love Is The Seventh Wave, Sting",Love Is The Seventh Wave,Sting,0.55,0.465,7.0,-16.189,1.0,0.0373,0.284,0.0,0.0684,0.872,81.332,212400.0,0.3706140350877193
8/3/86,"Sanctify Yourself, Simple Minds",Sanctify Yourself,Simple Minds,0.564,0.924,0.0,-6.262,1.0,0.0417,0.0634,0.00017,0.716,0.702,128.25,297907.0,0.3705103969754253
3/1/81,"He's So Shy, The Pointer Sisters",He's So Shy,The Pointer Sisters,0.871,0.736,0.0,-7.896,0.0,0.0675,0.22,0.000725,0.0894,0.967,115.149,218320.0,0.3696682464454977
7/9/85,"Smokin' In The Boys Room, Motley Crue",Smokin' In The Boys Room,Motley Crue,0.386,0.948,2.0,-4.371,1.0,0.0796,0.00156,1.19e-06,0.434,0.597,135.488,206987.0,0.3694581280788177
9/3/85,"Love Light In Flight, Stevie Wonder",Love Light In Flight,Stevie Wonder,0.602,0.733,1.0,-12.651,1.0,0.0992,0.0921,1.51e-05,0.132,0.945,217.396,414067.0,0.3694083694083694
9/3/85,"Operator, Midnight Star",Operator,Midnight Star,0.804,0.827,11.0,-8.188,0.0,0.0442,0.0112,0.00392,0.0908,0.7,125.276,448240.0,0.3690932311621966
8/3/86,"The Sun Always Shines on T.V., a-ha",The Sun Always Shines on T.V.,a-ha,0.494,0.839,9.0,-8.79,0.0,0.0647,0.0534,0.0706,0.253,0.219,126.329,302400.0,0.3690932311621966
9/3/85,"Naughty Naughty, John Parr",Naughty Naughty,John Parr,0.576,0.938,9.0,-4.065,1.0,0.0656,0.133,2.02e-06,0.971,0.635,113.386,261720.0,0.3690036900369003
7/6/86,"American Storm, Bob Seger",American Storm,Bob Seger,0.501,0.943,4.0,-4.796,1.0,0.0468,0.0761,0.0,0.151,0.805,150.357,243264.0,0.3684210526315789
9/11/85,"Wrap Her Up, Elton John",Wrap Her Up,Elton John,0.67,0.89,2.0,-8.017,1.0,0.0307,0.012,0.0276,0.124,0.895,138.854,381493.0,0.3684210526315789
9/8/86,"Like A Rock, Bob Seger",Like A Rock,Bob Seger,0.399,0.645,1.0,-5.356,1.0,0.0271,0.112,0.000551,0.255,0.384,82.795,355798.0,0.3681917211328976
9/4/88,"Pamela, Toto",Pamela,Toto,0.583,0.414,5.0,-16.409,1.0,0.0289,0.13,0.000616,0.064,0.532,97.542,309533.0,0.3676171079429735
9/4/88,"One Step Up, Bruce Springsteen",One Step Up,Bruce Springsteen,0.527,0.381,10.0,-17.408,1.0,0.0299,0.0546,0.00965,0.0842,0.295,150.162,261827.0,0.367047308319739
8/10/83,"If Anyone Falls, Stevie Nicks",If Anyone Falls,Stevie Nicks,0.532,0.888,0.0,-4.228,1.0,0.031,0.316,1.44e-06,0.587,0.602,96.499,247133.0,0.3670411985018726
9/9/89,"Dressed For Success, Roxette",Dressed For Success,Roxette,0.744,0.67,5.0,-5.305,1.0,0.0298,0.0831,0.0,0.184,0.856,119.706,249840.0,0.3669309173272933
8/3/86,"Day By Day, Hooters",Day By Day,Hooters,0.445,0.951,2.0,-4.997,1.0,0.063,0.0193,0.0,0.076,0.608,147.641,200493.0,0.3665158371040723
9/12/89,"The Last Worthless Evening, Don Henley",The Last Worthless Evening,Don Henley,0.731,0.505,5.0,-11.334,1.0,0.0262,0.212,0.0,0.0409,0.396,99.99,362467.0,0.3665158371040723
9/11/85,"One Of The Living, Tina Turner",One Of The Living,Tina Turner,0.683,0.928,3.0,-4.555,1.0,0.0311,0.0113,0.00309,0.17,0.858,110.428,251640.0,0.3656884875846501
9/5/81,"Is It You, Lee Ritenour",Is It You,Lee Ritenour,0.715,0.384,10.0,-16.362,1.0,0.0458,0.588,0.00753,0.285,0.818,82.367,269653.0,0.3651925820256776
9/5/87,"Endless Nights, Eddie Money",Endless Nights,Eddie Money,0.633,0.61,6.0,-9.935,1.0,0.0316,0.238,0.000174,0.0696,0.688,111.55,203760.0,0.365015166835187
8/4/89,"Electric Youth, Debbie Gibson",Electric Youth,Debbie Gibson,0.7,0.915,0.0,-6.546,0.0,0.0542,0.375,0.00015,0.329,0.562,128.606,298373.0,0.3642241379310345
9/1/88,"Power Of Love, Laura Branigan",Power Of Love,Laura Branigan,0.408,0.581,7.0,-7.926,1.0,0.0365,0.436,0.000239,0.145,0.212,137.028,325253.0,0.3640449438202248
9/7/88,"All Fired Up, Pat Benatar",All Fired Up,Pat Benatar,0.666,0.883,0.0,-9.601,1.0,0.0484,0.0826,0.000563,0.114,0.521,148.06,272200.0,0.3635220125786163
9/5/87,"As We Lay, Shirley Murdock",As We Lay,Shirley Murdock,0.492,0.286,8.0,-12.118,1.0,0.0367,0.471,0.0,0.245,0.196,73.823,359000.0,0.3632286995515695
8/6/85,"Crazy In The Night (Barking At Airplanes), Kim Carnes",Crazy In The Night (Barking At Airplanes),Kim Carnes,0.636,0.813,5.0,-6.79,1.0,0.0326,0.0983,3.17e-05,0.0576,0.819,117.058,213413.0,0.3631205673758865
9/9/89,"Soul Provider, Michael Bolton",Soul Provider,Michael Bolton,0.609,0.42,0.0,-10.875,1.0,0.0249,0.08,0.0,0.347,0.448,83.552,267293.0,0.3630653266331659
9/5/87,"Dominoes, Robbie Nevil",Dominoes,Robbie Nevil,0.662,0.788,11.0,-11.631,0.0,0.0351,0.139,8.88e-05,0.415,0.956,123.74,286200.0,0.3620933521923621
9/3/85,"Mr. Telephone Man, New Edition",Mr. Telephone Man,New Edition,0.727,0.45,2.0,-13.32,1.0,0.0291,0.127,0.0,0.0544,0.895,94.039,239160.0,0.3620933521923621
9/7/88,"The Colour Of Love, Billy Ocean",The Colour Of Love,Billy Ocean,0.549,0.616,10.0,-7.988,1.0,0.0282,0.468,0.0,0.115,0.446,82.936,262267.0,0.3620933521923621
8/11/86,"For Tonight, Nancy Martinez",For Tonight,Nancy Martinez,0.808,0.751,11.0,-12.246,0.0,0.059,0.614,0.0158,0.0614,0.911,115.754,250293.0,0.361771944216571
8/8/87,"Who Found Who, Jellybean",Who Found Who,Jellybean,0.745,0.703,11.0,-10.745,0.0,0.0328,0.0807,0.249,0.17,0.937,118.078,289600.0,0.3617363344051447
