date,rank,song,artist,last-week,peak-rank,weeks-on-board
30/12/00,44,My Everything,98 Degrees,50,44,4
30/12/00,45,Best Of Intentions,Travis Tritt,37,27,20
30/12/00,46,You're A God,Vertical Horizon,41,23,19
30/12/00,47,Emotional,Carl Thomas,54,47,6
30/12/00,48,No More (Baby I'ma Do Right),3LW,48,48,9
30/12/00,49,www.memory,Alan Jackson,45,45,9
30/12/00,50,Tell Her,Lonestar,51,50,7
30/12/00,51,Just Another Day In Paradise,Phil Vassar,46,35,14
30/12/00,52,Mamacita,Public Announcement,59,52,2
30/12/00,53,911,Wyclef Jean Featuring Mary J. Blige,49,38,13
30/12/00,54,One Woman Man,Dave Hollister,64,54,4
30/12/00,55,Stan,Eminem Featuring Dido,57,51,9
30/12/00,56,Ashes By Now,Lee Ann Womack,62,56,4
30/12/00,57,The Itch,Vitamin C,52,45,5
30/12/00,58,Burn,Jo Dee Messina,60,58,5
30/12/00,59,South Side,Moby Featuring Gwen Stefani,78,59,5
30/12/00,60,Project Chick,Cash Money Millionaires,65,60,3
30/12/00,61,Loser,3 Doors Down,61,55,11
30/12/00,62,The Little Girl,John Michael Montgomery,63,35,17
30/12/00,63,Babylon,David Gray,66,63,5
30/12/00,64,Promise,Jagged Edge,73,64,2
30/12/00,65,It's Over Now,112,68,65,4
30/12/00,66,Bag Lady,Erykah Badu,56,6,20
30/12/00,67,There Is No Arizona,Jamie O'Neal,72,67,2
30/12/00,68,The Christmas Shoes,NewSong,,68,1
30/12/00,69,Still On Your Side,BBMak,,69,1
30/12/00,70,Wild Horses,Garth Brooks,79,70,2
30/12/00,71,Is That Your Chick,Memphis Bleek Featuring Jay-Z & Missy Elliott,74,71,3
30/12/00,72,But For The Grace Of God,Keith Urban,81,72,2
30/12/00,73,Rollin',Limp Bizkit,67,65,8
30/12/00,74,You Should've Told Me,Kelly Price,70,64,15
30/12/00,75,Liar,Profyle,69,14,16
30/12/00,76,This Everyday Love,Rascal Flatts,76,76,2
30/12/00,77,You Shouldn't Kiss Me Like This,Toby Keith,,77,1
30/12/00,78,Original Prankster,The Offspring,77,70,6
30/12/00,79,Open My Heart,Yolanda Adams,71,57,19
30/12/00,80,X,Xzibit,,80,1
30/12/00,81,Angel,Shaggy Featuring Rayvon,,81,1
30/12/00,82,Meanwhile Back At The Ranch,The Clark Family Experience,80,80,7
30/12/00,83,Oklahoma,Billy Gilman,84,83,8
30/12/00,84,Girls Dem Sugar,Beenie Man Featuring Mya,75,54,11
30/12/00,85,Put It On Me,Ja Rule Featuring Lil' Mo & Vita,95,85,2
30/12/00,86,Can't Fight The Moonlight,LeAnn Rimes,85,71,17
30/12/00,87,Could It Be,Jaheim,90,87,3
30/12/00,88,A Little Gasoline,Terri Clark,82,75,3
30/12/00,89,How Many Licks?,Lil' Kim Featuring Sisqo,86,75,6
30/12/00,90,Thank You In Advance,Boyz II Men,,90,1
30/12/00,91,My Love Goes On And On,Chris Cagle,83,76,11
30/12/00,92,Oh No,Mos Def & Pharoahe Monch Featuring Nate Dogg,97,92,2
30/12/00,93,My Baby You,Marc Anthony,89,70,16
30/12/00,94,Give Me Just One Night (Una Noche),98 Degrees,93,2,20
30/12/00,95,Go On,George Strait,88,40,19
30/12/00,96,All Good?,De La Soul Featuring Chaka Khan,96,96,2
30/12/00,97,Kiss This,Aaron Tippin,92,42,19
30/12/00,98,I Know,Sunday,,98,1
30/12/00,99,Feels Like Love,Vince Gill,91,52,18
30/12/00,100,If I Am,Nine Days,94,68,5
23/12/00,1,Independent Women Part I,Destiny's Child,1,1,14
23/12/00,2,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",4,2,8
23/12/00,3,Case Of The Ex (Whatcha Gonna Do),Mya,2,2,19
23/12/00,4,With Arms Wide Open,Creed,3,1,33
23/12/00,5,He Loves U Not,Dream,8,5,13
23/12/00,6,Ms. Jackson,OutKast,9,6,7
23/12/00,7,Gotta Tell You,Samantha Mumba,6,4,16
23/12/00,8,The Way You Love Me,Faith Hill,10,8,34
23/12/00,9,Kryptonite,3 Doors Down,5,3,38
23/12/00,10,This I Promise You,'N Sync,7,5,13
23/12/00,11,If You're Gone,matchbox twenty,13,11,10
23/12/00,12,Dance With Me,Debelah Morgan,15,12,22
23/12/00,13,I Just Wanna Love U (Give It 2 Me),JAY-Z,14,13,9
23/12/00,14,Most Girls,P!nk,11,4,20
23/12/00,15,I Wish,R. Kelly,17,15,13
23/12/00,16,E.I.,Nelly,16,16,12
23/12/00,17,Shape Of My Heart,Backstreet Boys,12,9,11
23/12/00,18,Between Me And You,Ja Rule Featuring Christina Milian,18,11,15
23/12/00,19,Again,Lenny Kravitz,24,19,6
23/12/00,20,Pinch Me,Barenaked Ladies,19,15,16
23/12/00,21,Liquid Dreams,O-Town,,21,1
23/12/00,22,Love Don't Cost A Thing,Jennifer Lopez,28,22,3
23/12/00,23,Crazy For This Girl,Evan And Jaron,23,23,8
23/12/00,24,What's Your Fantasy,Ludacris Featuring Shawnna,21,21,13
23/12/00,25,Music,Madonna,20,1,20
23/12/00,26,My First Love,Avant Featuring KeKe Wyatt,26,26,8
23/12/00,27,My Next Thirty Years,Tim McGraw,27,27,10
23/12/00,28,Beautiful Day,U2,32,28,12
23/12/00,29,She Bangs,Ricky Martin,22,12,12
23/12/00,30,Don't Think I'm Not,Kandi,25,24,21
23/12/00,31,Without You,Dixie Chicks,35,31,12
23/12/00,32,Just Friends (Sunny),Musiq,34,32,11
23/12/00,33,Bent,matchbox twenty,30,1,35
23/12/00,34,I Lost It,Kenny Chesney,40,34,10
23/12/00,35,Don't Tell Me,Madonna,54,35,3
23/12/00,36,We Danced,Brad Paisley,29,29,11
23/12/00,37,Best Of Intentions,Travis Tritt,31,27,19
23/12/00,38,No More,Ruff Endz,33,5,26
23/12/00,39,Born To Fly,Sara Evans,36,36,10
23/12/00,40,Hemorrhage (In My Hands),Fuel,48,40,9
23/12/00,41,You're A God,Vertical Horizon,37,23,18
23/12/00,42,Crazy,K-Ci & JoJo,60,42,3
23/12/00,43,Bow Wow (That's My Name),Lil Bow Wow,64,43,5
23/12/00,44,Come On Over Baby (All I Want Is You),Christina Aguilera,43,1,21
23/12/00,45,www.memory,Alan Jackson,47,45,8
23/12/00,46,Just Another Day In Paradise,Phil Vassar,41,35,13
23/12/00,47,So In Love With Two,Mikaila,53,47,5
23/12/00,48,No More (Baby I'ma Do Right),3LW,52,48,8
23/12/00,49,911,Wyclef Jean Featuring Mary J. Blige,44,38,12
23/12/00,50,My Everything,98 Degrees,59,50,3
23/12/00,51,Tell Her,Lonestar,56,51,6
23/12/00,52,The Itch,Vitamin C,45,45,4
23/12/00,53,Stronger,Britney Spears,55,53,4
23/12/00,54,Emotional,Carl Thomas,58,54,5
23/12/00,55,Danger (Been So Long),Mystikal Featuring Nivea,77,55,2
23/12/00,56,Bag Lady,Erykah Badu,38,6,19
23/12/00,57,Stan,Eminem Featuring Dido,51,51,8
23/12/00,58,Shake Ya Ass,Mystikal,42,13,20
23/12/00,59,Mamacita,Public Announcement,,59,1
23/12/00,60,Burn,Jo Dee Messina,63,60,4
23/12/00,61,Loser,3 Doors Down,62,55,10
23/12/00,62,Ashes By Now,Lee Ann Womack,66,62,3
23/12/00,63,The Little Girl,John Michael Montgomery,57,35,16
23/12/00,64,One Woman Man,Dave Hollister,73,64,3
23/12/00,65,Project Chick,Cash Money Millionaires,74,65,2
23/12/00,66,Babylon,David Gray,72,66,4
23/12/00,67,Rollin',Limp Bizkit,65,65,7
23/12/00,68,It's Over Now,112,71,68,3
23/12/00,69,Liar,Profyle,61,14,15
23/12/00,70,You Should've Told Me,Kelly Price,68,64,14
23/12/00,71,Open My Heart,Yolanda Adams,67,57,18
23/12/00,72,There Is No Arizona,Jamie O'Neal,,72,1
23/12/00,73,Promise,Jagged Edge,,73,1
23/12/00,74,Is That Your Chick,Memphis Bleek Featuring Jay-Z & Missy Elliott,96,74,2
23/12/00,75,Girls Dem Sugar,Beenie Man Featuring Mya,69,54,10
23/12/00,76,This Everyday Love,Rascal Flatts,,76,1
23/12/00,77,Original Prankster,The Offspring,70,70,5
23/12/00,78,South Side,Moby Featuring Gwen Stefani,82,78,4
23/12/00,79,Wild Horses,Garth Brooks,,79,1
23/12/00,80,Meanwhile Back At The Ranch,The Clark Family Experience,80,80,6
23/12/00,81,But For The Grace Of God,Keith Urban,,81,1
23/12/00,82,A Little Gasoline,Terri Clark,75,75,2
23/12/00,83,My Love Goes On And On,Chris Cagle,79,76,10
23/12/00,84,Oklahoma,Billy Gilman,89,84,7
23/12/00,85,Can't Fight The Moonlight,LeAnn Rimes,88,71,16
23/12/00,86,How Many Licks?,Lil' Kim Featuring Sisqo,86,75,5
23/12/00,87,It's My Life,Bon Jovi,85,33,20
23/12/00,88,Go On,George Strait,78,40,18
23/12/00,89,My Baby You,Marc Anthony,83,70,15
23/12/00,90,Could It Be,Jaheim,99,90,2
23/12/00,91,Feels Like Love,Vince Gill,76,52,17
23/12/00,92,Kiss This,Aaron Tippin,87,42,18
23/12/00,93,Give Me Just One Night (Una Noche),98 Degrees,84,2,19
23/12/00,94,If I Am,Nine Days,81,68,4
23/12/00,95,Put It On Me,Ja Rule Featuring Lil' Mo & Vita,,95,1
23/12/00,96,All Good?,De La Soul Featuring Chaka Khan,,96,1
23/12/00,97,Oh No,Mos Def & Pharoahe Monch Featuring Nate Dogg,,97,1
23/12/00,98,Straight Up,Chante Moore,97,83,9
23/12/00,99,Bounce With Me,Lil Bow Wow Featuring Xscape,90,20,19
23/12/00,100,Do You,Funkmaster Flex Featuring DMX,94,91,7
16/12/00,1,Independent Women Part I,Destiny's Child,1,1,13
16/12/00,2,Case Of The Ex (Whatcha Gonna Do),Mya,2,2,18
16/12/00,3,With Arms Wide Open,Creed,3,1,32
16/12/00,4,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",7,4,7
16/12/00,5,Kryptonite,3 Doors Down,5,3,37
16/12/00,6,Gotta Tell You,Samantha Mumba,4,4,15
16/12/00,7,This I Promise You,'N Sync,6,5,12
16/12/00,8,He Loves U Not,Dream,11,8,12
16/12/00,9,Ms. Jackson,OutKast,12,9,6
16/12/00,10,The Way You Love Me,Faith Hill,9,8,33
16/12/00,11,Most Girls,P!nk,8,4,19
16/12/00,12,Shape Of My Heart,Backstreet Boys,10,9,10
16/12/00,13,If You're Gone,matchbox twenty,15,13,9
16/12/00,14,I Just Wanna Love U (Give It 2 Me),JAY-Z,14,14,8
16/12/00,15,Dance With Me,Debelah Morgan,13,13,21
16/12/00,16,E.I.,Nelly,18,16,11
16/12/00,17,I Wish,R. Kelly,21,17,12
16/12/00,18,Between Me And You,Ja Rule Featuring Christina Milian,17,11,14
16/12/00,19,Pinch Me,Barenaked Ladies,19,15,15
16/12/00,20,Music,Madonna,16,1,19
16/12/00,21,What's Your Fantasy,Ludacris Featuring Shawnna,22,21,12
16/12/00,22,She Bangs,Ricky Martin,20,12,11
16/12/00,23,Crazy For This Girl,Evan And Jaron,28,23,7
16/12/00,24,Again,Lenny Kravitz,39,24,5
16/12/00,25,Don't Think I'm Not,Kandi,25,24,20
16/12/00,26,My First Love,Avant Featuring KeKe Wyatt,33,26,7
16/12/00,27,My Next Thirty Years,Tim McGraw,31,27,9
16/12/00,28,Love Don't Cost A Thing,Jennifer Lopez,46,28,2
16/12/00,29,We Danced,Brad Paisley,34,29,10
16/12/00,30,Bent,matchbox twenty,27,1,34
16/12/00,31,Best Of Intentions,Travis Tritt,29,27,18
16/12/00,32,Beautiful Day,U2,42,32,11
16/12/00,33,No More,Ruff Endz,24,5,25
16/12/00,34,Just Friends (Sunny),Musiq,41,34,10
16/12/00,35,Without You,Dixie Chicks,40,35,11
16/12/00,36,Born To Fly,Sara Evans,44,36,9
16/12/00,37,You're A God,Vertical Horizon,37,23,17
16/12/00,38,Bag Lady,Erykah Badu,26,6,18
16/12/00,39,"Jumpin', Jumpin'",Destiny's Child,35,3,32
16/12/00,40,I Lost It,Kenny Chesney,47,40,9
16/12/00,41,Just Another Day In Paradise,Phil Vassar,43,35,12
16/12/00,42,Shake Ya Ass,Mystikal,30,13,19
16/12/00,43,Come On Over Baby (All I Want Is You),Christina Aguilera,23,1,20
16/12/00,44,911,Wyclef Jean Featuring Mary J. Blige,38,38,11
16/12/00,45,The Itch,Vitamin C,48,45,3
16/12/00,46,Incomplete,Sisqo,32,1,26
16/12/00,47,www.memory,Alan Jackson,49,47,7
16/12/00,48,Hemorrhage (In My Hands),Fuel,52,48,8
16/12/00,49,(Hot S**t) Country Grammar,Nelly,36,7,34
16/12/00,50,Faded,SoulDecision Featuring Thrust,45,22,24
16/12/00,51,Stan,Eminem Featuring Dido,51,51,7
16/12/00,52,No More (Baby I'ma Do Right),3LW,58,52,7
16/12/00,53,So In Love With Two,Mikaila,53,53,4
16/12/00,54,Don't Tell Me,Madonna,78,54,2
16/12/00,55,Stronger,Britney Spears,55,55,3
16/12/00,56,Tell Her,Lonestar,56,56,5
16/12/00,57,The Little Girl,John Michael Montgomery,50,35,15
16/12/00,58,Emotional,Carl Thomas,61,58,4
16/12/00,59,My Everything,98 Degrees,62,59,2
16/12/00,60,Crazy,K-Ci & JoJo,69,60,2
16/12/00,61,Liar,Profyle,54,14,14
16/12/00,62,Loser,3 Doors Down,59,55,9
16/12/00,63,Burn,Jo Dee Messina,67,63,3
16/12/00,64,Bow Wow (That's My Name),Lil Bow Wow,75,64,4
16/12/00,65,Rollin',Limp Bizkit,65,65,6
16/12/00,66,Ashes By Now,Lee Ann Womack,74,66,2
16/12/00,67,Open My Heart,Yolanda Adams,63,57,17
16/12/00,68,You Should've Told Me,Kelly Price,64,64,13
16/12/00,69,Girls Dem Sugar,Beenie Man Featuring Mya,60,54,9
16/12/00,70,Original Prankster,The Offspring,70,70,4
16/12/00,71,It's Over Now,112,82,71,2
16/12/00,72,Babylon,David Gray,73,72,3
16/12/00,73,One Woman Man,Dave Hollister,86,73,2
16/12/00,74,Project Chick,Cash Money Millionaires,,74,1
16/12/00,75,A Little Gasoline,Terri Clark,,75,1
16/12/00,76,Feels Like Love,Vince Gill,57,52,16
16/12/00,77,Danger (Been So Long),Mystikal Featuring Nivea,,77,1
16/12/00,78,Go On,George Strait,71,40,17
16/12/00,79,My Love Goes On And On,Chris Cagle,76,76,9
16/12/00,80,Meanwhile Back At The Ranch,The Clark Family Experience,92,80,5
16/12/00,81,If I Am,Nine Days,68,68,3
16/12/00,82,South Side,Moby Featuring Gwen Stefani,93,82,3
16/12/00,83,My Baby You,Marc Anthony,87,70,14
16/12/00,84,Give Me Just One Night (Una Noche),98 Degrees,66,2,18
16/12/00,85,It's My Life,Bon Jovi,84,33,19
16/12/00,86,How Many Licks?,Lil' Kim Featuring Sisqo,77,75,4
16/12/00,87,Kiss This,Aaron Tippin,94,42,17
16/12/00,88,Can't Fight The Moonlight,LeAnn Rimes,81,71,15
16/12/00,89,Oklahoma,Billy Gilman,88,88,6
16/12/00,90,Bounce With Me,Lil Bow Wow Featuring Xscape,80,20,18
16/12/00,91,That's The Kind Of Mood I'm In,Patty Loveless,85,71,14
16/12/00,92,What Means The World To You,Cam'ron,95,83,10
16/12/00,93,Pop Ya Collar,Usher,79,60,7
16/12/00,94,Do You,Funkmaster Flex Featuring DMX,91,91,6
16/12/00,95,You Won't Be Lonely Now,Billy Ray Cyrus,89,80,13
16/12/00,96,Is That Your Chick,Memphis Bleek Featuring Jay-Z & Missy Elliott,,96,1
16/12/00,97,Straight Up,Chante Moore,83,83,8
16/12/00,98,Spanish Guitar,Toni Braxton,98,98,3
16/12/00,99,Could It Be,Jaheim,,99,1
16/12/00,100,Bad Boyz,Shyne Featuring Barrington Levy,96,57,15
9/12/00,1,Independent Women Part I,Destiny's Child,1,1,12
9/12/00,2,Case Of The Ex (Whatcha Gonna Do),Mya,2,2,17
9/12/00,3,With Arms Wide Open,Creed,3,1,31
9/12/00,4,Gotta Tell You,Samantha Mumba,7,4,14
9/12/00,5,Kryptonite,3 Doors Down,4,3,36
9/12/00,6,This I Promise You,'N Sync,5,5,11
9/12/00,7,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",10,7,6
9/12/00,8,Most Girls,P!nk,6,4,18
9/12/00,9,The Way You Love Me,Faith Hill,8,8,32
9/12/00,10,Shape Of My Heart,Backstreet Boys,9,9,9
9/12/00,11,He Loves U Not,Dream,18,11,11
9/12/00,12,Ms. Jackson,OutKast,21,12,5
9/12/00,13,Dance With Me,Debelah Morgan,13,13,20
9/12/00,14,I Just Wanna Love U (Give It 2 Me),JAY-Z,19,14,7
9/12/00,15,If You're Gone,matchbox twenty,20,15,8
9/12/00,16,Music,Madonna,11,1,18
9/12/00,17,Between Me And You,Ja Rule Featuring Christina Milian,14,11,13
9/12/00,18,E.I.,Nelly,16,16,10
9/12/00,19,Pinch Me,Barenaked Ladies,15,15,14
9/12/00,20,She Bangs,Ricky Martin,12,12,10
9/12/00,21,I Wish,R. Kelly,17,17,11
9/12/00,22,What's Your Fantasy,Ludacris Featuring Shawnna,25,22,11
9/12/00,23,Come On Over Baby (All I Want Is You),Christina Aguilera,22,1,19
9/12/00,24,No More,Ruff Endz,23,5,24
9/12/00,25,Don't Think I'm Not,Kandi,26,24,19
9/12/00,26,Bag Lady,Erykah Badu,29,6,17
9/12/00,27,Bent,matchbox twenty,28,1,33
9/12/00,28,Crazy For This Girl,Evan And Jaron,33,28,6
9/12/00,29,Best Of Intentions,Travis Tritt,27,27,17
9/12/00,30,Shake Ya Ass,Mystikal,24,13,18
9/12/00,31,My Next Thirty Years,Tim McGraw,36,31,8
9/12/00,32,Incomplete,Sisqo,31,1,25
9/12/00,33,My First Love,Avant Featuring KeKe Wyatt,39,33,6
9/12/00,34,We Danced,Brad Paisley,34,34,9
9/12/00,35,"Jumpin', Jumpin'",Destiny's Child,30,3,31
9/12/00,36,(Hot S**t) Country Grammar,Nelly,37,7,33
9/12/00,37,You're A God,Vertical Horizon,32,23,16
9/12/00,38,911,Wyclef Jean Featuring Mary J. Blige,42,38,10
9/12/00,39,Again,Lenny Kravitz,48,39,4
9/12/00,40,Without You,Dixie Chicks,41,40,10
9/12/00,41,Just Friends (Sunny),Musiq,44,41,9
9/12/00,42,Beautiful Day,U2,40,40,10
9/12/00,43,Just Another Day In Paradise,Phil Vassar,35,35,11
9/12/00,44,Born To Fly,Sara Evans,46,44,8
9/12/00,45,Faded,SoulDecision Featuring Thrust,38,22,23
9/12/00,46,Love Don't Cost A Thing,Jennifer Lopez,,46,1
9/12/00,47,I Lost It,Kenny Chesney,47,47,8
9/12/00,48,The Itch,Vitamin C,86,48,2
9/12/00,49,www.memory,Alan Jackson,50,49,6
9/12/00,50,The Little Girl,John Michael Montgomery,45,35,14
9/12/00,51,Stan,Eminem Featuring Dido,51,51,6
9/12/00,52,Hemorrhage (In My Hands),Fuel,53,52,7
9/12/00,53,So In Love With Two,Mikaila,65,53,3
9/12/00,54,Liar,Profyle,43,14,13
9/12/00,55,Stronger,Britney Spears,70,55,2
9/12/00,56,Tell Her,Lonestar,58,56,4
9/12/00,57,Feels Like Love,Vince Gill,52,52,15
9/12/00,58,No More (Baby I'ma Do Right),3LW,60,58,6
9/12/00,59,Loser,3 Doors Down,55,55,8
9/12/00,60,Girls Dem Sugar,Beenie Man Featuring Mya,54,54,8
9/12/00,61,Emotional,Carl Thomas,63,61,3
9/12/00,62,My Everything,98 Degrees,,62,1
9/12/00,63,Open My Heart,Yolanda Adams,59,57,16
9/12/00,64,You Should've Told Me,Kelly Price,64,64,12
9/12/00,65,Rollin',Limp Bizkit,66,65,5
9/12/00,66,Give Me Just One Night (Una Noche),98 Degrees,67,2,17
9/12/00,67,Burn,Jo Dee Messina,77,67,2
9/12/00,68,If I Am,Nine Days,68,68,2
9/12/00,69,Crazy,K-Ci & JoJo,,69,1
9/12/00,70,Original Prankster,The Offspring,71,70,3
9/12/00,71,Go On,George Strait,56,40,16
9/12/00,72,Last Resort,Papa Roach,57,57,20
9/12/00,73,Babylon,David Gray,73,73,2
9/12/00,74,Ashes By Now,Lee Ann Womack,,74,1
9/12/00,75,Bow Wow (That's My Name),Lil Bow Wow,82,75,3
9/12/00,76,My Love Goes On And On,Chris Cagle,76,76,8
9/12/00,77,How Many Licks?,Lil' Kim Featuring Sisqo,75,75,3
9/12/00,78,Don't Tell Me,Madonna,,78,1
9/12/00,79,Pop Ya Collar,Usher,62,60,6
9/12/00,80,Bounce With Me,Lil Bow Wow Featuring Xscape,69,20,17
9/12/00,81,Can't Fight The Moonlight,LeAnn Rimes,79,71,14
9/12/00,82,It's Over Now,112,,82,1
9/12/00,83,Straight Up,Chante Moore,83,83,7
9/12/00,84,It's My Life,Bon Jovi,61,33,18
9/12/00,85,That's The Kind Of Mood I'm In,Patty Loveless,72,71,13
9/12/00,86,One Woman Man,Dave Hollister,,86,1
9/12/00,87,My Baby You,Marc Anthony,74,70,13
9/12/00,88,Oklahoma,Billy Gilman,90,88,5
9/12/00,89,You Won't Be Lonely Now,Billy Ray Cyrus,80,80,12
9/12/00,90,Just Be A Man About It,Toni Braxton,89,32,20
9/12/00,91,Do You,Funkmaster Flex Featuring DMX,91,91,5
9/12/00,92,Meanwhile Back At The Ranch,The Clark Family Experience,81,81,4
9/12/00,93,South Side,Moby Featuring Gwen Stefani,94,93,2
9/12/00,94,Kiss This,Aaron Tippin,78,42,16
9/12/00,95,What Means The World To You,Cam'ron,87,83,9
9/12/00,96,Bad Boyz,Shyne Featuring Barrington Levy,88,57,14
9/12/00,97,That Other Woman,Changing Faces,85,64,11
9/12/00,98,Spanish Guitar,Toni Braxton,98,98,2
9/12/00,99,The Light,Common,93,44,19
9/12/00,100,Where I Wanna Be,Damizza Presents Shade Sheist Featuring Nate Dogg & Kurupt,99,95,5
2/12/00,1,Independent Women Part I,Destiny's Child,1,1,11
2/12/00,2,Case Of The Ex (Whatcha Gonna Do),Mya,7,2,16
2/12/00,3,With Arms Wide Open,Creed,2,1,30
2/12/00,4,Kryptonite,3 Doors Down,3,3,35
2/12/00,5,This I Promise You,'N Sync,6,5,10
2/12/00,6,Most Girls,P!nk,4,4,17
2/12/00,7,Gotta Tell You,Samantha Mumba,5,5,13
2/12/00,8,The Way You Love Me,Faith Hill,9,8,31
2/12/00,9,Shape Of My Heart,Backstreet Boys,10,9,8
2/12/00,10,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",16,10,5
2/12/00,11,Music,Madonna,8,1,17
2/12/00,12,She Bangs,Ricky Martin,13,12,9
2/12/00,13,Dance With Me,Debelah Morgan,14,13,19
2/12/00,14,Between Me And You,Ja Rule Featuring Christina Milian,11,11,12
2/12/00,15,Pinch Me,Barenaked Ladies,15,15,13
2/12/00,16,E.I.,Nelly,17,16,9
2/12/00,17,I Wish,R. Kelly,20,17,10
2/12/00,18,He Loves U Not,Dream,18,18,10
2/12/00,19,I Just Wanna Love U (Give It 2 Me),JAY-Z,23,19,6
2/12/00,20,If You're Gone,matchbox twenty,21,20,7
2/12/00,21,Ms. Jackson,OutKast,27,21,4
2/12/00,22,Come On Over Baby (All I Want Is You),Christina Aguilera,12,1,18
2/12/00,23,No More,Ruff Endz,22,5,23
2/12/00,24,Shake Ya Ass,Mystikal,19,13,17
2/12/00,25,What's Your Fantasy,Ludacris Featuring Shawnna,30,25,10
2/12/00,26,Don't Think I'm Not,Kandi,31,24,18
2/12/00,27,Best Of Intentions,Travis Tritt,28,27,16
2/12/00,28,Bent,matchbox twenty,29,1,32
2/12/00,29,Bag Lady,Erykah Badu,26,6,16
2/12/00,30,"Jumpin', Jumpin'",Destiny's Child,24,3,30
2/12/00,31,Incomplete,Sisqo,25,1,24
2/12/00,32,You're A God,Vertical Horizon,32,23,15
2/12/00,33,Crazy For This Girl,Evan And Jaron,37,33,5
2/12/00,34,We Danced,Brad Paisley,39,34,8
2/12/00,35,Just Another Day In Paradise,Phil Vassar,36,35,10
2/12/00,36,My Next Thirty Years,Tim McGraw,40,36,7
2/12/00,37,(Hot S**t) Country Grammar,Nelly,33,7,32
2/12/00,38,Faded,SoulDecision Featuring Thrust,34,22,22
2/12/00,39,My First Love,Avant Featuring KeKe Wyatt,43,39,5
2/12/00,40,Beautiful Day,U2,44,40,9
2/12/00,41,Without You,Dixie Chicks,46,41,9
2/12/00,42,911,Wyclef Jean Featuring Mary J. Blige,38,38,9
2/12/00,43,Liar,Profyle,35,14,12
2/12/00,44,Just Friends (Sunny),Musiq,52,44,8
2/12/00,45,The Little Girl,John Michael Montgomery,42,35,13
2/12/00,46,Born To Fly,Sara Evans,51,46,7
2/12/00,47,I Lost It,Kenny Chesney,53,47,7
2/12/00,48,Again,Lenny Kravitz,59,48,3
2/12/00,49,Higher,Creed,50,7,57
2/12/00,50,www.memory,Alan Jackson,54,50,5
2/12/00,51,Stan,Eminem Featuring Dido,57,51,5
2/12/00,52,Feels Like Love,Vince Gill,55,52,14
2/12/00,53,Hemorrhage (In My Hands),Fuel,62,53,6
