date,rank,song,artist,last-week,peak-rank,weeks-on-board
22/1/00,26,Thank God I Found You,Mariah Carey Featuring Joe & 98 Degrees,37,26,7
22/1/00,27,Big Deal,LeAnn Rimes,28,23,15
22/1/00,28,Back That Thang Up,Juvenile Featuring Mannie Fresh & Lil' Wayne,24,19,29
22/1/00,29,Hanginaround,Counting Crows,29,29,12
22/1/00,30,Steal My Sunshine,Len,22,9,24
22/1/00,31,Cowboy Take Me Away,Dixie Chicks,39,31,9
22/1/00,32,Rhythm Divine,Enrique Iglesias,33,32,8
22/1/00,33,What Do You Say,Reba,43,33,13
22/1/00,34,Where My Girls At?,702,26,4,39
22/1/00,35,All The Small Things,Blink-182,50,35,8
22/1/00,36,Unpretty,TLC,25,1,31
22/1/00,37,Someday,Sugar Ray,27,7,30
22/1/00,38,My Best Friend,Tim McGraw,46,38,9
22/1/00,39,Black Balloon,Goo Goo Dolls,34,16,29
22/1/00,40,Got To Get It,Sisqo Featuring Make It Hot,49,40,10
22/1/00,41,He Didn't Have To Be,Brad Paisley,42,30,14
22/1/00,42,Mambo No. 5 (A Little Bit Of...),Lou Bega,32,3,22
22/1/00,43,Pop A Top,Alan Jackson,52,43,11
22/1/00,44,Dancin',Guy,36,19,6
22/1/00,45,Got Your Money,Ol' Dirty Bastard Featuring Kelis,40,33,14
22/1/00,46,You Can Do It,Ice Cube Featuring Mack 10 & Ms. Toi,35,35,8
22/1/00,47,Smile,Lonestar,65,47,6
22/1/00,48,None Of Ur Friends Business,Ginuwine,63,48,7
22/1/00,49,When I Said I Do,Clint Black,53,31,15
22/1/00,50,I Wanna Know,Joe,69,50,4
22/1/00,51,If You Love Me,Mint Condition,45,30,12
22/1/00,52,Satisfy You,Puff Daddy Featuring R. Kelly,51,2,18
22/1/00,53,Angels,Robbie Williams,54,53,10
22/1/00,54,Shake Your Bon-Bon,Ricky Martin,47,39,10
22/1/00,55,Back At One,Mark Wills,89,55,2
22/1/00,56,No More Rain (In This Cloud),Angie Stone,66,56,5
22/1/00,57,Love Is Blind,Eve Featuring Faith Evans,91,57,3
22/1/00,58,Sexual (Li Da Di),Amber,58,58,24
22/1/00,59,Caught Out There,Kelis,56,54,8
22/1/00,60,The Great Beyond,R.E.M.,62,60,5
22/1/00,61,Higher,Creed,60,52,20
22/1/00,62,Stay The Night,IMx,41,23,16
22/1/00,63,Deep Inside,Mary J. Blige,67,63,11
22/1/00,64,Falls Apart,Sugar Ray,70,64,2
22/1/00,65,Never Let You Go,Third Eye Blind,,65,1
22/1/00,66,Auld Lang Syne,Kenny G,8,7,5
22/1/00,67,It Feels So Good,Sonique,,67,1
22/1/00,68,Do It Again (Put Ya Hands Up),Jay-Z Featuring Beanie Sigel & Amil,95,68,2
22/1/00,69,"4, 5, 6",Sole Featuring JT Money & Kandi,48,21,13
22/1/00,70,Everything You Want,Vertical Horizon,,70,1
22/1/00,71,Breathe And Stop,Q-Tip,,71,1
22/1/00,72,One Night Stand,J-Shin Featuring LaTocha Scott,74,69,5
22/1/00,73,All Things Considered,Yankee Grey,68,55,19
22/1/00,74,"Live, Laugh, Love",Clay Walker,82,74,8
22/1/00,75,Forgot About Dre,Dr. Dre Featuring Eminem,,75,1
22/1/00,76,What's My Name,DMX,98,76,2
22/1/00,77,Untitled (How Does It Feel),D'Angelo,,77,1
22/1/00,78,Home To You,John Michael Montgomery,71,45,17
22/1/00,79,There She Goes,Sixpence None The Richer,72,32,20
22/1/00,80,Smoke Rings In The Dark,Gary Allan,,80,1
22/1/00,81,Tha Block Is Hot,Lil' Wayne Featuring Juvenile & B.G.,81,72,8
22/1/00,82,Bling Bling,"B.G. Featuring Baby, Turk, Mannie Fresh, Juvenile & Lil' Wayne",59,36,19
22/1/00,83,The Best Man I Can Be,"Ginuwine, R.L., Tyrese, Case",97,83,3
22/1/00,84,She Thinks My Tractor's Sexy,Kenny Chesney,85,74,10
22/1/00,85,The Chemicals Between Us,Bush,75,67,17
22/1/00,86,N 2 Gether Now,Limp Bizkit Featuring Method Man,84,73,8
22/1/00,87,(You Drive Me) Crazy,Britney Spears,73,10,19
22/1/00,88,Bug A Boo,Destiny's Child,86,33,18
22/1/00,89,G'd Up,Snoop Dogg Presents Tha Eastsidaz,77,77,3
22/1/00,90,The Quittin' Kind,Joe Diffie,100,90,4
22/1/00,91,Notorious B.I.G.,The Notorious B.I.G. Featuring Puff Daddy & Lil' Kim,88,82,7
22/1/00,92,Don't Say You Love Me,M2M,64,21,10
22/1/00,93,Guerrilla Radio,Rage Against The Machine,83,69,13
22/1/00,94,Larger Than Life,Backstreet Boys,87,25,19
22/1/00,95,The Rockafeller Skank,Fatboy Slim,76,76,27
22/1/00,96,Re-arranged,Limp Bizkit,96,90,8
22/1/00,97,We Can't Be Friends,Deborah Cox With R.L.,80,8,20
22/1/00,98,Music Of My Heart,'N Sync & Gloria Estefan,93,2,20
22/1/00,99,L.A. Song,Beth Hart,90,90,9
22/1/00,100,Will 2K,Will Smith Featuring K-Ci,57,25,13
15/1/00,1,What A Girl Wants,Christina Aguilera,11,1,8
15/1/00,2,Smooth,Santana Featuring Rob Thomas,1,1,25
15/1/00,3,Back At One,Brian McKnight,2,2,21
15/1/00,4,I Knew I Loved You,Savage Garden,6,4,13
15/1/00,5,I Wanna Love You Forever,Jessica Simpson,3,3,14
15/1/00,6,My Love Is Your Love,Whitney Houston,4,4,20
15/1/00,7,Hot Boyz,"Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip",5,5,8
15/1/00,8,Auld Lang Syne,Kenny G,7,7,4
15/1/00,9,I Need To Know,Marc Anthony,8,3,19
15/1/00,10,Bring It All To Me,Blaque,9,9,13
15/1/00,11,Blue (Da Ba Dee),Eiffel 65,13,11,6
15/1/00,12,Girl On TV,LFO,12,10,9
15/1/00,13,U Know What's Up,Donell Jones,10,7,17
15/1/00,14,That's The Way It Is,Celine Dion,17,14,10
15/1/00,15,Then The Morning Comes,Smash Mouth,16,14,12
15/1/00,16,24-Jul,Kevon Edmonds,14,10,11
15/1/00,17,Waiting For Tonight,Jennifer Lopez,19,8,14
15/1/00,18,He Can't Love U,Jagged Edge,15,15,6
15/1/00,19,Get It On Tonite,Montell Jordan,20,19,13
15/1/00,20,Learn To Fly,Foo Fighters,26,20,14
15/1/00,21,Meet Virginia,Train,24,21,15
15/1/00,22,Steal My Sunshine,Len,27,9,23
15/1/00,23,Amazed,Lonestar,45,23,24
15/1/00,24,Back That Thang Up,Juvenile Featuring Mannie Fresh & Lil' Wayne,29,19,28
15/1/00,25,Unpretty,TLC,25,1,30
15/1/00,26,Where My Girls At?,702,28,4,38
15/1/00,27,Someday,Sugar Ray,31,7,29
15/1/00,28,Big Deal,LeAnn Rimes,30,23,14
15/1/00,29,Hanginaround,Counting Crows,32,29,11
15/1/00,30,Breathe,Faith Hill,43,26,11
15/1/00,31,Take A Picture,Filter,34,31,8
15/1/00,32,Mambo No. 5 (A Little Bit Of...),Lou Bega,35,3,21
15/1/00,33,Rhythm Divine,Enrique Iglesias,39,33,7
15/1/00,34,Black Balloon,Goo Goo Dolls,37,16,28
15/1/00,35,You Can Do It,Ice Cube Featuring Mack 10 & Ms. Toi,40,35,7
15/1/00,36,Dancin',Guy,22,19,5
15/1/00,37,Thank God I Found You,Mariah Carey Featuring Joe & 98 Degrees,41,37,6
15/1/00,38,Say My Name,Destiny's Child,44,38,4
15/1/00,39,Cowboy Take Me Away,Dixie Chicks,52,39,8
15/1/00,40,Got Your Money,Ol' Dirty Bastard Featuring Kelis,38,33,13
15/1/00,41,Stay The Night,IMx,23,23,15
15/1/00,42,He Didn't Have To Be,Brad Paisley,50,30,13
15/1/00,43,What Do You Say,Reba,53,43,12
15/1/00,44,Get Gone,Ideal,36,13,22
15/1/00,45,If You Love Me,Mint Condition,42,30,11
15/1/00,46,My Best Friend,Tim McGraw,55,46,8
15/1/00,47,Shake Your Bon-Bon,Ricky Martin,46,39,9
15/1/00,48,"4, 5, 6",Sole Featuring JT Money & Kandi,33,21,12
15/1/00,49,Got To Get It,Sisqo Featuring Make It Hot,48,48,9
15/1/00,50,All The Small Things,Blink-182,51,50,7
15/1/00,51,Satisfy You,Puff Daddy Featuring R. Kelly,47,2,17
15/1/00,52,Pop A Top,Alan Jackson,63,52,10
15/1/00,53,When I Said I Do,Clint Black,56,31,14
15/1/00,54,Angels,Robbie Williams,64,54,9
15/1/00,55,Show Me The Meaning Of Being Lonely,Backstreet Boys,62,55,3
15/1/00,56,Caught Out There,Kelis,54,54,7
15/1/00,57,Will 2K,Will Smith Featuring K-Ci,58,25,12
15/1/00,58,Sexual (Li Da Di),Amber,59,58,23
15/1/00,59,Bling Bling,"B.G. Featuring Baby, Turk, Mannie Fresh, Juvenile & Lil' Wayne",68,36,18
15/1/00,60,Higher,Creed,57,52,19
15/1/00,61,Heartbreaker,Mariah Carey Featuring Jay-Z,66,1,20
15/1/00,62,The Great Beyond,R.E.M.,70,62,4
15/1/00,63,None Of Ur Friends Business,Ginuwine,60,60,6
15/1/00,64,Don't Say You Love Me,M2M,21,21,9
15/1/00,65,Smile,Lonestar,80,65,5
15/1/00,66,No More Rain (In This Cloud),Angie Stone,74,66,4
15/1/00,67,Deep Inside,Mary J. Blige,65,64,10
15/1/00,68,All Things Considered,Yankee Grey,76,55,18
15/1/00,69,I Wanna Know,Joe,86,69,3
15/1/00,70,Falls Apart,Sugar Ray,,70,1
15/1/00,71,Home To You,John Michael Montgomery,90,45,16
15/1/00,72,There She Goes,Sixpence None The Richer,84,32,19
15/1/00,73,(You Drive Me) Crazy,Britney Spears,89,10,18
15/1/00,74,One Night Stand,J-Shin Featuring LaTocha Scott,69,69,4
15/1/00,75,The Chemicals Between Us,Bush,79,67,16
15/1/00,76,The Rockafeller Skank,Fatboy Slim,92,76,26
15/1/00,77,G'd Up,Snoop Dogg Presents Tha Eastsidaz,77,77,2
15/1/00,78,15 Minutes,Marc Nelson,67,27,16
15/1/00,79,This Gift,98 Degrees,49,49,3
15/1/00,80,We Can't Be Friends,Deborah Cox With R.L.,81,8,19
15/1/00,81,Tha Block Is Hot,Lil' Wayne Featuring Juvenile & B.G.,72,72,7
15/1/00,82,"Live, Laugh, Love",Clay Walker,95,82,7
15/1/00,83,Guerrilla Radio,Rage Against The Machine,78,69,12
15/1/00,84,N 2 Gether Now,Limp Bizkit Featuring Method Man,73,73,7
15/1/00,85,She Thinks My Tractor's Sexy,Kenny Chesney,93,74,9
15/1/00,86,Bug A Boo,Destiny's Child,88,33,17
15/1/00,87,Larger Than Life,Backstreet Boys,96,25,18
15/1/00,88,Notorious B.I.G.,The Notorious B.I.G. Featuring Puff Daddy & Lil' Kim,82,82,6
15/1/00,89,Back At One,Mark Wills,,89,1
15/1/00,90,L.A. Song,Beth Hart,98,90,8
15/1/00,91,Love Is Blind,Eve Featuring Faith Evans,94,91,2
15/1/00,92,A Country Boy Can Survive (Y2K Version),Chad Brock With Hank Williams Jr. & George Jones,75,75,3
15/1/00,93,Music Of My Heart,'N Sync & Gloria Estefan,,2,19
15/1/00,94,Give You What You Want (Fa Sure),Chico DeBarge,87,71,13
15/1/00,95,Do It Again (Put Ya Hands Up),Jay-Z Featuring Beanie Sigel & Amil,,95,1
15/1/00,96,Re-arranged,Limp Bizkit,99,90,7
15/1/00,97,The Best Man I Can Be,"Ginuwine, R.L., Tyrese, Case",97,97,2
15/1/00,98,What's My Name,DMX,,98,1
15/1/00,99,The Greatest Romance Ever Sold,Prince,85,63,13
15/1/00,100,The Quittin' Kind,Joe Diffie,100,98,3
8/1/00,1,Smooth,Santana Featuring Rob Thomas,1,1,24
8/1/00,2,Back At One,Brian McKnight,2,2,20
8/1/00,3,I Wanna Love You Forever,Jessica Simpson,3,3,13
8/1/00,4,My Love Is Your Love,Whitney Houston,4,4,19
8/1/00,5,Hot Boyz,"Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip",7,5,7
8/1/00,6,I Knew I Loved You,Savage Garden,5,4,12
8/1/00,7,Auld Lang Syne,Kenny G,54,7,3
8/1/00,8,I Need To Know,Marc Anthony,6,3,18
8/1/00,9,Bring It All To Me,Blaque,9,9,12
8/1/00,10,U Know What's Up,Donell Jones,8,7,16
8/1/00,11,What A Girl Wants,Christina Aguilera,11,11,7
8/1/00,12,Girl On TV,LFO,10,10,8
8/1/00,13,Blue (Da Ba Dee),Eiffel 65,13,13,5
8/1/00,14,24-Jul,Kevon Edmonds,12,10,10
8/1/00,15,He Can't Love U,Jagged Edge,15,15,5
8/1/00,16,Then The Morning Comes,Smash Mouth,14,14,11
8/1/00,17,That's The Way It Is,Celine Dion,17,17,9
8/1/00,18,The Christmas Song (Chestnuts Roasting On An Open Fire),Christina Aguilera,18,18,4
8/1/00,19,Waiting For Tonight,Jennifer Lopez,16,8,13
8/1/00,20,Get It On Tonite,Montell Jordan,21,20,12
8/1/00,21,Don't Say You Love Me,M2M,30,21,8
8/1/00,22,Dancin',Guy,19,19,4
8/1/00,23,Stay The Night,IMx,29,23,14
8/1/00,24,Meet Virginia,Train,24,21,14
8/1/00,25,Unpretty,TLC,25,1,29
8/1/00,26,Learn To Fly,Foo Fighters,22,22,13
8/1/00,27,Steal My Sunshine,Len,20,9,22
8/1/00,28,Where My Girls At?,702,31,4,37
8/1/00,29,Back That Thang Up,Juvenile Featuring Mannie Fresh & Lil' Wayne,27,19,27
8/1/00,30,Big Deal,LeAnn Rimes,23,23,13
8/1/00,31,Someday,Sugar Ray,36,7,28
8/1/00,32,Hanginaround,Counting Crows,33,32,10
8/1/00,33,"4, 5, 6",Sole Featuring JT Money & Kandi,28,21,11
8/1/00,34,Take A Picture,Filter,34,34,7
8/1/00,35,Mambo No. 5 (A Little Bit Of...),Lou Bega,32,3,20
8/1/00,36,Get Gone,Ideal,35,13,21
8/1/00,37,Black Balloon,Goo Goo Dolls,41,16,27
8/1/00,38,Got Your Money,Ol' Dirty Bastard Featuring Kelis,38,33,12
8/1/00,39,Rhythm Divine,Enrique Iglesias,42,39,6
8/1/00,40,You Can Do It,Ice Cube Featuring Mack 10 & Ms. Toi,47,40,6
8/1/00,41,Thank God I Found You,Mariah Carey Featuring Joe & 98 Degrees,43,41,5
8/1/00,42,If You Love Me,Mint Condition,40,30,10
8/1/00,43,Breathe,Faith Hill,26,26,10
8/1/00,44,Say My Name,Destiny's Child,56,44,3
8/1/00,45,Amazed,Lonestar,45,24,23
8/1/00,46,Shake Your Bon-Bon,Ricky Martin,39,39,8
8/1/00,47,Satisfy You,Puff Daddy Featuring R. Kelly,44,2,16
8/1/00,48,Got To Get It,Sisqo Featuring Make It Hot,51,48,8
8/1/00,49,This Gift,98 Degrees,53,49,2
8/1/00,50,He Didn't Have To Be,Brad Paisley,37,30,12
8/1/00,51,All The Small Things,Blink-182,52,51,6
8/1/00,52,Cowboy Take Me Away,Dixie Chicks,48,48,7
8/1/00,53,What Do You Say,Reba,46,46,11
8/1/00,54,Caught Out There,Kelis,58,54,6
8/1/00,55,My Best Friend,Tim McGraw,50,50,7
8/1/00,56,When I Said I Do,Clint Black,49,31,13
8/1/00,57,Higher,Creed,61,52,18
8/1/00,58,Will 2K,Will Smith Featuring K-Ci,63,25,11
8/1/00,59,Sexual (Li Da Di),Amber,67,59,22
8/1/00,60,None Of Ur Friends Business,Ginuwine,68,60,5
8/1/00,61,Deck The Halls,SHeDAISY,69,61,3
8/1/00,62,Show Me The Meaning Of Being Lonely,Backstreet Boys,74,62,2
8/1/00,63,Pop A Top,Alan Jackson,57,55,9
8/1/00,64,Angels,Robbie Williams,55,55,8
8/1/00,65,Deep Inside,Mary J. Blige,64,64,9
8/1/00,66,Heartbreaker,Mariah Carey Featuring Jay-Z,60,1,19
8/1/00,67,15 Minutes,Marc Nelson,59,27,15
8/1/00,68,Bling Bling,"B.G. Featuring Baby, Turk, Mannie Fresh, Juvenile & Lil' Wayne",62,36,17
8/1/00,69,One Night Stand,J-Shin Featuring LaTocha Scott,77,69,3
8/1/00,70,The Great Beyond,R.E.M.,72,70,3
8/1/00,71,I Love You,Martina McBride,66,24,20
8/1/00,72,Tha Block Is Hot,Lil' Wayne Featuring Juvenile & B.G.,82,72,6
8/1/00,73,N 2 Gether Now,Limp Bizkit Featuring Method Man,78,73,6
8/1/00,74,No More Rain (In This Cloud),Angie Stone,79,74,3
8/1/00,75,A Country Boy Can Survive (Y2K Version),Chad Brock With Hank Williams Jr. & George Jones,93,75,2
8/1/00,76,All Things Considered,Yankee Grey,65,55,17
8/1/00,77,G'd Up,Snoop Dogg Presents Tha Eastsidaz,,77,1
8/1/00,78,Guerrilla Radio,Rage Against The Machine,83,69,11
8/1/00,79,The Chemicals Between Us,Bush,81,67,15
8/1/00,80,Smile,Lonestar,71,71,4
8/1/00,81,We Can't Be Friends,Deborah Cox With R.L.,75,8,18
8/1/00,82,Notorious B.I.G.,The Notorious B.I.G. Featuring Puff Daddy & Lil' Kim,85,82,5
8/1/00,83,All I Want For Christmas Is You,Mariah Carey,,83,1
8/1/00,84,There She Goes,Sixpence None The Richer,88,32,18
8/1/00,85,The Greatest Romance Ever Sold,Prince,89,63,12
8/1/00,86,I Wanna Know,Joe,94,86,2
8/1/00,87,Give You What You Want (Fa Sure),Chico DeBarge,91,71,12
8/1/00,88,Bug A Boo,Destiny's Child,73,33,16
8/1/00,89,(You Drive Me) Crazy,Britney Spears,76,10,17
8/1/00,90,Home To You,John Michael Montgomery,80,45,15
8/1/00,91,Left & Right,D'Angelo Featuring Method Man And Redman,70,70,5
8/1/00,92,The Rockafeller Skank,Fatboy Slim,90,77,25
8/1/00,93,She Thinks My Tractor's Sexy,Kenny Chesney,86,74,8
8/1/00,94,Love Is Blind,Eve Featuring Faith Evans,,94,1
8/1/00,95,"Live, Laugh, Love",Clay Walker,84,84,6
8/1/00,96,Larger Than Life,Backstreet Boys,87,25,17
8/1/00,97,The Best Man I Can Be,"Ginuwine, R.L., Tyrese, Case",,97,1
8/1/00,98,L.A. Song,Beth Hart,96,96,7
8/1/00,99,Re-arranged,Limp Bizkit,95,90,6
8/1/00,100,The Quittin' Kind,Joe Diffie,98,98,2
1/1/00,1,Smooth,Santana Featuring Rob Thomas,1,1,23
1/1/00,2,Back At One,Brian McKnight,2,2,19
1/1/00,3,I Wanna Love You Forever,Jessica Simpson,3,3,12
1/1/00,4,My Love Is Your Love,Whitney Houston,5,4,18
1/1/00,5,I Knew I Loved You,Savage Garden,4,4,11
1/1/00,6,I Need To Know,Marc Anthony,6,3,17
1/1/00,7,Hot Boyz,"Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip",7,7,6
1/1/00,8,U Know What's Up,Donell Jones,8,7,15
1/1/00,9,Bring It All To Me,Blaque,9,9,11
1/1/00,10,Girl On TV,LFO,11,10,7
1/1/00,11,What A Girl Wants,Christina Aguilera,13,11,6
1/1/00,12,24-Jul,Kevon Edmonds,10,10,9
1/1/00,13,Blue (Da Ba Dee),Eiffel 65,16,13,4
1/1/00,14,Then The Morning Comes,Smash Mouth,14,14,10
1/1/00,15,He Can't Love U,Jagged Edge,17,15,4
1/1/00,16,Waiting For Tonight,Jennifer Lopez,12,8,12
1/1/00,17,That's The Way It Is,Celine Dion,30,17,8
1/1/00,18,The Christmas Song (Chestnuts Roasting On An Open Fire),Christina Aguilera,47,18,3
1/1/00,19,Dancin',Guy,29,19,3
1/1/00,20,Steal My Sunshine,Len,15,9,21
1/1/00,21,Get It On Tonite,Montell Jordan,24,21,11
1/1/00,22,Learn To Fly,Foo Fighters,22,22,12
1/1/00,23,Big Deal,LeAnn Rimes,26,23,12
1/1/00,24,Meet Virginia,Train,21,21,13
1/1/00,25,Unpretty,TLC,20,1,28
1/1/00,26,Breathe,Faith Hill,28,26,9
1/1/00,27,Back That Thang Up,Juvenile Featuring Mannie Fresh & Lil' Wayne,25,19,26
1/1/00,28,"4, 5, 6",Sole Featuring JT Money & Kandi,23,21,10
1/1/00,29,Stay The Night,IMx,36,29,13
1/1/00,30,Don't Say You Love Me,M2M,44,30,7
1/1/00,31,Where My Girls At?,702,19,4,36
1/1/00,32,Mambo No. 5 (A Little Bit Of...),Lou Bega,18,3,19
1/1/00,33,Hanginaround,Counting Crows,35,33,9
1/1/00,34,Take A Picture,Filter,38,34,6
1/1/00,35,Get Gone,Ideal,27,13,20
1/1/00,36,Someday,Sugar Ray,34,7,27
1/1/00,37,He Didn't Have To Be,Brad Paisley,31,30,11
1/1/00,38,Got Your Money,Ol' Dirty Bastard Featuring Kelis,33,33,11
1/1/00,39,Shake Your Bon-Bon,Ricky Martin,39,39,7
1/1/00,40,If You Love Me,Mint Condition,40,30,9
1/1/00,41,Black Balloon,Goo Goo Dolls,37,16,26
1/1/00,42,Rhythm Divine,Enrique Iglesias,67,42,5
1/1/00,43,Thank God I Found You,Mariah Carey Featuring Joe & 98 Degrees,50,43,4
1/1/00,44,Satisfy You,Puff Daddy Featuring R. Kelly,32,2,15
1/1/00,45,Amazed,Lonestar,45,24,22
1/1/00,46,What Do You Say,Reba,46,46,10
1/1/00,47,You Can Do It,Ice Cube Featuring Mack 10 & Ms. Toi,42,42,5
1/1/00,48,Cowboy Take Me Away,Dixie Chicks,52,48,6
1/1/00,49,When I Said I Do,Clint Black,41,31,12
1/1/00,50,My Best Friend,Tim McGraw,54,50,6
1/1/00,51,Got To Get It,Sisqo Featuring Make It Hot,48,48,7
1/1/00,52,All The Small Things,Blink-182,59,52,5
1/1/00,53,This Gift,98 Degrees,,53,1
1/1/00,54,Auld Lang Syne,Kenny G,89,54,2
1/1/00,55,Angels,Robbie Williams,56,55,7
1/1/00,56,Say My Name,Destiny's Child,83,56,2
1/1/00,57,Pop A Top,Alan Jackson,55,55,8
1/1/00,58,Caught Out There,Kelis,63,58,5
1/1/00,59,15 Minutes,Marc Nelson,43,27,14
1/1/00,60,Heartbreaker,Mariah Carey Featuring Jay-Z,51,1,18
1/1/00,61,Higher,Creed,61,52,17
1/1/00,62,Bling Bling,"B.G. Featuring Baby, Turk, Mannie Fresh, Juvenile & Lil' Wayne",62,36,16
1/1/00,63,Will 2K,Will Smith Featuring K-Ci,58,25,10
1/1/00,64,Deep Inside,Mary J. Blige,64,64,8
1/1/00,65,All Things Considered,Yankee Grey,57,55,16
1/1/00,66,I Love You,Martina McBride,60,24,19
1/1/00,67,Sexual (Li Da Di),Amber,69,67,21
1/1/00,68,None Of Ur Friends Business,Ginuwine,71,68,4
1/1/00,69,Deck The Halls,SHeDAISY,97,69,2
1/1/00,70,Left & Right,D'Angelo Featuring Method Man And Redman,75,70,4
1/1/00,71,Smile,Lonestar,80,71,3
1/1/00,72,The Great Beyond,R.E.M.,79,72,2
1/1/00,73,Bug A Boo,Destiny's Child,72,33,15
1/1/00,74,Show Me The Meaning Of Being Lonely,Backstreet Boys,,74,1
1/1/00,75,We Can't Be Friends,Deborah Cox With R.L.,77,8,17
1/1/00,76,(You Drive Me) Crazy,Britney Spears,53,10,16
1/1/00,77,One Night Stand,J-Shin Featuring LaTocha Scott,96,77,2
1/1/00,78,N 2 Gether Now,Limp Bizkit Featuring Method Man,78,78,5
1/1/00,79,No More Rain (In This Cloud),Angie Stone,86,79,2
1/1/00,80,Home To You,John Michael Montgomery,68,45,14
1/1/00,81,The Chemicals Between Us,Bush,73,67,14
1/1/00,82,Tha Block Is Hot,Lil' Wayne Featuring Juvenile & B.G.,84,82,5
1/1/00,83,Guerrilla Radio,Rage Against The Machine,87,69,10
1/1/00,84,"Live, Laugh, Love",Clay Walker,94,84,5
1/1/00,85,Notorious B.I.G.,The Notorious B.I.G. Featuring Puff Daddy & Lil' Kim,88,82,4
1/1/00,86,She Thinks My Tractor's Sexy,Kenny Chesney,74,74,7
1/1/00,87,Larger Than Life,Backstreet Boys,70,25,16
1/1/00,88,There She Goes,Sixpence None The Richer,76,32,17
1/1/00,89,The Greatest Romance Ever Sold,Prince,92,63,11
1/1/00,90,The Rockafeller Skank,Fatboy Slim,82,77,24
1/1/00,91,Give You What You Want (Fa Sure),Chico DeBarge,90,71,11
1/1/00,92,Music Of My Heart,'N Sync & Gloria Estefan,85,2,18
1/1/00,93,A Country Boy Can Survive (Y2K Version),Chad Brock With Hank Williams Jr. & George Jones,,93,1
1/1/00,94,I Wanna Know,Joe,,94,1
1/1/00,95,Re-arranged,Limp Bizkit,95,90,5
1/1/00,96,L.A. Song,Beth Hart,99,96,6
1/1/00,97,Gotta Man,Eve,66,26,16
1/1/00,98,The Quittin' Kind,Joe Diffie,,98,1
1/1/00,99,Steam,Ty Herndon,91,83,12
1/1/00,100,NAStradamus,Nas,100,92,6
25/12/99,1,Smooth,Santana Featuring Rob Thomas,1,1,22
25/12/99,2,Back At One,Brian McKnight,2,2,18
25/12/99,3,I Wanna Love You Forever,Jessica Simpson,3,3,11
25/12/99,4,I Knew I Loved You,Savage Garden,4,4,10
25/12/99,5,My Love Is Your Love,Whitney Houston,5,5,17
25/12/99,6,I Need To Know,Marc Anthony,6,3,16
25/12/99,7,Hot Boyz,"Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip",9,7,5
25/12/99,8,U Know What's Up,Donell Jones,7,7,14
25/12/99,9,Bring It All To Me,Blaque,11,9,10
25/12/99,10,24-Jul,Kevon Edmonds,10,10,8
25/12/99,11,Girl On TV,LFO,14,10,6
25/12/99,12,Waiting For Tonight,Jennifer Lopez,8,8,11
25/12/99,13,What A Girl Wants,Christina Aguilera,18,13,5
25/12/99,14,Then The Morning Comes,Smash Mouth,16,14,9
25/12/99,15,Steal My Sunshine,Len,12,9,20
25/12/99,16,Blue (Da Ba Dee),Eiffel 65,29,16,3
25/12/99,17,He Can't Love U,Jagged Edge,32,17,3
25/12/99,18,Mambo No. 5 (A Little Bit Of...),Lou Bega,13,3,18
25/12/99,19,Where My Girls At?,702,17,4,35
25/12/99,20,Unpretty,TLC,15,1,27
25/12/99,21,Meet Virginia,Train,22,21,12
25/12/99,22,Learn To Fly,Foo Fighters,25,22,11
25/12/99,23,"4, 5, 6",Sole Featuring JT Money & Kandi,21,21,9
25/12/99,24,Get It On Tonite,Montell Jordan,38,24,10
25/12/99,25,Back That Thang Up,Juvenile Featuring Mannie Fresh & Lil' Wayne,24,19,25
25/12/99,26,Big Deal,LeAnn Rimes,26,26,11
25/12/99,27,Get Gone,Ideal,20,13,19
25/12/99,28,Breathe,Faith Hill,28,28,8
25/12/99,29,Dancin',Guy,46,29,2
25/12/99,30,That's The Way It Is,Celine Dion,34,30,7
25/12/99,31,He Didn't Have To Be,Brad Paisley,30,30,10
25/12/99,32,Satisfy You,Puff Daddy Featuring R. Kelly,19,2,14
25/12/99,33,Got Your Money,Ol' Dirty Bastard Featuring Kelis,37,33,10
25/12/99,34,Someday,Sugar Ray,23,7,26
25/12/99,35,Hanginaround,Counting Crows,35,35,8
25/12/99,36,Stay The Night,IMx,40,31,12
25/12/99,37,Black Balloon,Goo Goo Dolls,33,16,25
25/12/99,38,Take A Picture,Filter,52,38,5
25/12/99,39,Shake Your Bon-Bon,Ricky Martin,39,39,6
25/12/99,40,If You Love Me,Mint Condition,42,30,8
25/12/99,41,When I Said I Do,Clint Black,31,31,11
25/12/99,42,You Can Do It,Ice Cube Featuring Mack 10 & Ms. Toi,50,42,4
25/12/99,43,15 Minutes,Marc Nelson,27,27,13
25/12/99,44,Don't Say You Love Me,M2M,54,44,6
25/12/99,45,Amazed,Lonestar,,24,21
25/12/99,46,What Do You Say,Reba,51,46,9
25/12/99,47,The Christmas Song (Chestnuts Roasting On An Open Fire),Christina Aguilera,97,47,2
25/12/99,48,Got To Get It,Sisqo Featuring Make It Hot,48,48,6
25/12/99,49,She's So High,Tal Bachman,44,14,28
