date,rank,song,artist,last-week,peak-rank,weeks-on-board
13/6/87,6,The Lady In Red,Chris de Burgh,4,3,18
13/6/87,7,Wanted Dead Or Alive,Bon Jovi,7,7,10
13/6/87,8,Diamonds,Herb Alpert,9,8,10
13/6/87,9,With or Without You,U2,5,1,13
13/6/87,10,Just To See Her,Smokey Robinson,13,10,12
13/6/87,11,Meet Me Half Way,Kenny Loggins,15,11,15
13/6/87,12,Alone,Heart,20,12,5
13/6/87,13,Songbird,Kenny G,17,13,11
13/6/87,14,Lessons In Love,Level 42,21,14,11
13/6/87,15,Nothing's Gonna Change My Love For You,Glenn Medeiros,12,12,18
13/6/87,16,Don't Disturb This Groove,The System,23,16,10
13/6/87,17,Right On Track,The Breakfast Club,11,7,14
13/6/87,18,Big Love,Fleetwood Mac,8,5,12
13/6/87,19,"Shakedown (From ""Beverly Hills Cop II"")",Bob Seger,31,19,4
13/6/87,20,Jammin' Me,Tom Petty And The Heartbreakers,26,20,8
13/6/87,21,Fascinated,Company B,24,21,13
13/6/87,22,Point Of No Return,Expose,29,22,6
13/6/87,23,Something So Strong,Crowded House,30,23,7
13/6/87,24,If She Would Have Been Faithful. . .,Chicago,19,17,13
13/6/87,25,I Know What I Like,Huey Lewis & The News,14,9,11
13/6/87,26,Every Little Kiss,Bruce Hornsby & The Range,33,26,14
13/6/87,27,Looking For A New Love,Jody Watley,18,2,15
13/6/87,28,Funkytown,Pseudo Echo,36,28,5
13/6/87,29,Heat Of The Night,Bryan Adams,16,6,12
13/6/87,30,Endless Nights,Eddie Money,34,30,10
13/6/87,31,Sweet Sixteen,Billy Idol,35,31,8
13/6/87,32,(I Just) Died In Your Arms,Cutting Crew,22,1,15
13/6/87,33,I'll Still Be Loving You,Restless Heart,37,33,10
13/6/87,34,Heart And Soul,T'Pau,40,34,7
13/6/87,35,"Girls, Girls, Girls",Motley Crue,46,35,3
13/6/87,36,Soul City,Partland Brothers,39,36,7
13/6/87,37,Rock The Night,Europe,38,37,7
13/6/87,38,La Isla Bonita,Madonna,25,4,13
13/6/87,39,Kiss Him Goodbye,The Nylons,45,39,5
13/6/87,40,Rhythm Is Gonna Get You,Gloria Estefan & Miami Sound Machine,47,40,3
13/6/87,41,I'd Still Say Yes,Klymaxx,44,41,7
13/6/87,42,You Can Call Me Al,Paul Simon,32,23,26
13/6/87,43,The Pleasure Principle,Janet Jackson,50,43,4
13/6/87,44,Happy,Surface,54,44,4
13/6/87,45,Talk Dirty To Me,Poison,27,9,14
13/6/87,46,Flames Of Paradise,Jennifer Rush (Duet With Elton John),49,46,5
13/6/87,47,"I Want Your Sex (From ""Beverly Hills Cop II"")",George Michael,51,47,2
13/6/87,48,Wot's It To Ya,Robbie Nevil,58,48,3
13/6/87,49,Day-In Day-Out,David Bowie,28,21,11
13/6/87,50,"Cross My Broken Heart (From ""Beverly Hills Cop II"")",The Jets,63,50,2
13/6/87,51,I Still Haven't Found What I'm Looking For,U2,,51,1
13/6/87,52,Only In My Dreams,Debbie Gibson,57,52,6
13/6/87,53,Back In The High Life Again,Steve Winwood,62,53,3
13/6/87,54,Ready Or Not,Lou Gramm,55,54,6
13/6/87,55,Wild Horses,Gino Vannelli,56,55,9
13/6/87,56,Moonlighting (Theme),Al Jarreau,65,56,3
13/6/87,57,Don't Dream It's Over,Crowded House,43,2,22
13/6/87,58,Why Should I Cry?,Nona Hendryx,66,58,4
13/6/87,59,One For The Mockingbird,Cutting Crew,78,59,2
13/6/87,60,The Finer Things,Steve Winwood,48,8,19
13/6/87,61,Why You Treat Me So Bad,Club Nouveau,72,61,3
13/6/87,62,Give Me All Night,Carly Simon,73,62,4
13/6/87,63,Rock Steady,The Whispers,84,63,2
13/6/87,64,Variety Tonight,REO Speedwagon,60,60,6
13/6/87,65,Dirty Water,Rock And Hyde,61,61,8
13/6/87,66,Se La,Lionel Richie,41,20,12
13/6/87,67,Nothing's Gonna Stop Us Now,Starship,53,1,20
13/6/87,68,Weapons Of Love,The Truth,68,68,6
13/6/87,69,If I Was Your Girlfriend,Prince,79,69,3
13/6/87,70,"Hypnotize Me (From ""Innerspace"")",Wang Chung,87,70,2
13/6/87,71,Hearts On Fire,Bryan Adams,,71,1
13/6/87,72,Primitive Love Rites,Mondo Rock,71,71,4
13/6/87,73,Same Ole Love (365 Days A Year),Anita Baker,52,44,13
13/6/87,74,Show Me,The Cover Girls,70,44,16
13/6/87,75,Can't Get Started,Peter Wolf,75,75,4
13/6/87,76,Luka,Suzanne Vega,93,76,2
13/6/87,77,Heartbreak Beat,Psychedelic Furs,42,26,14
13/6/87,78,Don't Mean Nothing,Richard Marx,,78,1
13/6/87,79,Why Can't This Night Go On Forever,Journey,67,60,8
13/6/87,80,Since You've Been Gone,The Outfield,,80,1
13/6/87,81,I Knew You Were Waiting (For Me),Aretha Franklin & George Michael,69,1,17
13/6/87,82,Boy Blue,Cyndi Lauper,,82,1
13/6/87,83,Can't We Try,Dan Hill (Duet With Vonda Shepard),91,83,2
13/6/87,84,She Don't Look Back,Dan Fogelberg,85,84,3
13/6/87,85,We Are What We Are,The Other Ones,64,53,9
13/6/87,86,Mary's Prayer,Danny Wilson,92,86,2
13/6/87,87,Weatherman Says,Jack Wagner,76,67,6
13/6/87,88,Right Next Door (Because Of Me),The Robert Cray Band,83,80,5
13/6/87,89,Under The Boardwalk,Bruce Willis,,89,1
13/6/87,90,I Want Action,Poison,,90,1
13/6/87,91,Want You For My Girlfriend,4 By Four,,91,1
13/6/87,92,Still Of The Night,Whitesnake,,92,1
13/6/87,93,Serious,Donna Allen,74,21,18
13/6/87,94,Shy Girl,Stacey Q,90,89,10
13/6/87,95,Downtown Train,Patty Smyth,,95,1
13/6/87,96,Back And Forth,Cameo,59,50,8
13/6/87,97,Certain Things Are Likely,K.T.P.,,97,1
13/6/87,98,Should I See,Frozen Ghost,82,69,10
13/6/87,99,There's Nothing Better Than Love,Luther Vandross with Gregory Hines,96,50,14
13/6/87,100,Midnight Blue,Lou Gramm,86,5,20
6/6/87,1,You Keep Me Hangin' On,Kim Wilde,2,1,11
6/6/87,2,Always,Atlantic Starr,4,2,11
6/6/87,3,Head To Toe,Lisa Lisa And Cult Jam,6,3,9
6/6/87,4,The Lady In Red,Chris de Burgh,3,3,17
6/6/87,5,With or Without You,U2,1,1,12
6/6/87,6,In Too Deep,Genesis,11,6,7
6/6/87,7,Wanted Dead Or Alive,Bon Jovi,10,7,9
6/6/87,8,Big Love,Fleetwood Mac,5,5,11
6/6/87,9,Diamonds,Herb Alpert,14,9,9
6/6/87,10,I Wanna Dance With Somebody (Who Loves Me),Whitney Houston,18,10,4
6/6/87,11,Right On Track,The Breakfast Club,7,7,13
6/6/87,12,Nothing's Gonna Change My Love For You,Glenn Medeiros,13,12,17
6/6/87,13,Just To See Her,Smokey Robinson,20,13,11
6/6/87,14,I Know What I Like,Huey Lewis & The News,9,9,10
6/6/87,15,Meet Me Half Way,Kenny Loggins,16,15,14
6/6/87,16,Heat Of The Night,Bryan Adams,8,6,11
6/6/87,17,Songbird,Kenny G,22,17,10
6/6/87,18,Looking For A New Love,Jody Watley,12,2,14
6/6/87,19,If She Would Have Been Faithful. . .,Chicago,17,17,12
6/6/87,20,Alone,Heart,27,20,4
6/6/87,21,Lessons In Love,Level 42,25,21,10
6/6/87,22,(I Just) Died In Your Arms,Cutting Crew,15,1,14
6/6/87,23,Don't Disturb This Groove,The System,28,23,9
6/6/87,24,Fascinated,Company B,26,24,12
6/6/87,25,La Isla Bonita,Madonna,19,4,12
6/6/87,26,Jammin' Me,Tom Petty And The Heartbreakers,30,26,7
6/6/87,27,Talk Dirty To Me,Poison,24,9,13
6/6/87,28,Day-In Day-Out,David Bowie,21,21,10
6/6/87,29,Point Of No Return,Expose,32,29,5
6/6/87,30,Something So Strong,Crowded House,33,30,6
6/6/87,31,"Shakedown (From ""Beverly Hills Cop II"")",Bob Seger,35,31,3
6/6/87,32,You Can Call Me Al,Paul Simon,23,23,25
6/6/87,33,Every Little Kiss,Bruce Hornsby & The Range,36,33,13
6/6/87,34,Endless Nights,Eddie Money,38,34,9
6/6/87,35,Sweet Sixteen,Billy Idol,37,35,7
6/6/87,36,Funkytown,Pseudo Echo,42,36,4
6/6/87,37,I'll Still Be Loving You,Restless Heart,40,37,9
6/6/87,38,Rock The Night,Europe,43,38,6
6/6/87,39,Soul City,Partland Brothers,45,39,6
6/6/87,40,Heart And Soul,T'Pau,48,40,6
6/6/87,41,Se La,Lionel Richie,29,20,11
6/6/87,42,Heartbreak Beat,Psychedelic Furs,31,26,13
6/6/87,43,Don't Dream It's Over,Crowded House,34,2,21
6/6/87,44,I'd Still Say Yes,Klymaxx,51,44,6
6/6/87,45,Kiss Him Goodbye,The Nylons,57,45,4
6/6/87,46,"Girls, Girls, Girls",Motley Crue,68,46,2
6/6/87,47,Rhythm Is Gonna Get You,Gloria Estefan & Miami Sound Machine,66,47,2
6/6/87,48,The Finer Things,Steve Winwood,39,8,18
6/6/87,49,Flames Of Paradise,Jennifer Rush (Duet With Elton John),55,49,4
6/6/87,50,The Pleasure Principle,Janet Jackson,60,50,3
6/6/87,51,"I Want Your Sex (From ""Beverly Hills Cop II"")",George Michael,,51,1
6/6/87,52,Same Ole Love (365 Days A Year),Anita Baker,44,44,12
6/6/87,53,Nothing's Gonna Stop Us Now,Starship,47,1,19
6/6/87,54,Happy,Surface,65,54,3
6/6/87,55,Ready Or Not,Lou Gramm,58,55,5
6/6/87,56,Wild Horses,Gino Vannelli,59,56,8
6/6/87,57,Only In My Dreams,Debbie Gibson,64,57,5
6/6/87,58,Wot's It To Ya,Robbie Nevil,76,58,2
6/6/87,59,Back And Forth,Cameo,50,50,7
6/6/87,60,Variety Tonight,REO Speedwagon,61,60,5
6/6/87,61,Dirty Water,Rock And Hyde,62,61,7
6/6/87,62,Back In The High Life Again,Steve Winwood,85,62,2
6/6/87,63,"Cross My Broken Heart (From ""Beverly Hills Cop II"")",The Jets,,63,1
6/6/87,64,We Are What We Are,The Other Ones,53,53,8
6/6/87,65,Moonlighting (Theme),Al Jarreau,86,65,2
6/6/87,66,Why Should I Cry?,Nona Hendryx,70,66,3
6/6/87,67,Why Can't This Night Go On Forever,Journey,63,60,7
6/6/87,68,Weapons Of Love,The Truth,75,68,5
6/6/87,69,I Knew You Were Waiting (For Me),Aretha Franklin & George Michael,46,1,16
6/6/87,70,Show Me,The Cover Girls,54,44,15
6/6/87,71,Primitive Love Rites,Mondo Rock,77,71,3
6/6/87,72,Why You Treat Me So Bad,Club Nouveau,90,72,2
6/6/87,73,Give Me All Night,Carly Simon,78,73,3
6/6/87,74,Serious,Donna Allen,56,21,17
6/6/87,75,Can't Get Started,Peter Wolf,79,75,3
6/6/87,76,Weatherman Says,Jack Wagner,67,67,5
6/6/87,77,The Right Thing,Simply Red,41,27,15
6/6/87,78,One For The Mockingbird,Cutting Crew,,78,1
6/6/87,79,If I Was Your Girlfriend,Prince,83,79,2
6/6/87,80,Sign 'O' The Times,Prince,49,3,14
6/6/87,81,Get That Love,Thompson Twins,52,31,11
6/6/87,82,Should I See,Frozen Ghost,69,69,9
6/6/87,83,Right Next Door (Because Of Me),The Robert Cray Band,80,80,4
6/6/87,84,Rock Steady,The Whispers,,84,1
6/6/87,85,She Don't Look Back,Dan Fogelberg,89,85,2
6/6/87,86,Midnight Blue,Lou Gramm,72,5,19
6/6/87,87,"Hypnotize Me (From ""Innerspace"")",Wang Chung,,87,1
6/6/87,88,Break Every Rule,Tina Turner,74,74,5
6/6/87,89,I'm No Angel,The Gregg Allman Band,84,49,10
6/6/87,90,Shy Girl,Stacey Q,91,89,9
6/6/87,91,Can't We Try,Dan Hill (Duet With Vonda Shepard),,91,1
6/6/87,92,Mary's Prayer,Danny Wilson,,92,1
6/6/87,93,Luka,Suzanne Vega,,93,1
6/6/87,94,Man Against The World,Survivor,88,86,5
6/6/87,95,Somebody Save Me,Cinderella,71,66,7
6/6/87,96,There's Nothing Better Than Love,Luther Vandross with Gregory Hines,82,50,13
6/6/87,97,Lean On Me,Club Nouveau,73,1,17
6/6/87,98,Come As You Are,Peter Wolf,93,15,15
6/6/87,99,What's Going On,Cyndi Lauper,81,12,13
6/6/87,100,Stone Love,Kool & The Gang,87,10,18
30/5/87,1,With or Without You,U2,1,1,11
30/5/87,2,You Keep Me Hangin' On,Kim Wilde,4,2,10
30/5/87,3,The Lady In Red,Chris de Burgh,3,3,16
30/5/87,4,Always,Atlantic Starr,8,4,10
30/5/87,5,Big Love,Fleetwood Mac,7,5,10
30/5/87,6,Head To Toe,Lisa Lisa And Cult Jam,15,6,8
30/5/87,7,Right On Track,The Breakfast Club,11,7,12
30/5/87,8,Heat Of The Night,Bryan Adams,6,6,10
30/5/87,9,I Know What I Like,Huey Lewis & The News,12,9,9
30/5/87,10,Wanted Dead Or Alive,Bon Jovi,14,10,8
30/5/87,11,In Too Deep,Genesis,16,11,6
30/5/87,12,Looking For A New Love,Jody Watley,2,2,13
30/5/87,13,Nothing's Gonna Change My Love For You,Glenn Medeiros,13,13,16
30/5/87,14,Diamonds,Herb Alpert,17,14,8
30/5/87,15,(I Just) Died In Your Arms,Cutting Crew,5,1,13
30/5/87,16,Meet Me Half Way,Kenny Loggins,19,16,13
30/5/87,17,If She Would Have Been Faithful. . .,Chicago,18,17,11
30/5/87,18,I Wanna Dance With Somebody (Who Loves Me),Whitney Houston,28,18,3
30/5/87,19,La Isla Bonita,Madonna,9,4,11
30/5/87,20,Just To See Her,Smokey Robinson,22,20,10
30/5/87,21,Day-In Day-Out,David Bowie,21,21,9
30/5/87,22,Songbird,Kenny G,24,22,9
30/5/87,23,You Can Call Me Al,Paul Simon,23,23,24
30/5/87,24,Talk Dirty To Me,Poison,10,9,12
30/5/87,25,Lessons In Love,Level 42,30,25,9
30/5/87,26,Fascinated,Company B,29,26,11
30/5/87,27,Alone,Heart,39,27,3
30/5/87,28,Don't Disturb This Groove,The System,33,28,8
30/5/87,29,Se La,Lionel Richie,20,20,10
30/5/87,30,Jammin' Me,Tom Petty And The Heartbreakers,36,30,6
30/5/87,31,Heartbreak Beat,Psychedelic Furs,26,26,12
30/5/87,32,Point Of No Return,Expose,45,32,4
30/5/87,33,Something So Strong,Crowded House,42,33,5
30/5/87,34,Don't Dream It's Over,Crowded House,25,2,20
30/5/87,35,"Shakedown (From ""Beverly Hills Cop II"")",Bob Seger,52,35,2
30/5/87,36,Every Little Kiss,Bruce Hornsby & The Range,47,36,12
30/5/87,37,Sweet Sixteen,Billy Idol,43,37,6
30/5/87,38,Endless Nights,Eddie Money,41,38,8
30/5/87,39,The Finer Things,Steve Winwood,31,8,17
30/5/87,40,I'll Still Be Loving You,Restless Heart,46,40,8
30/5/87,41,The Right Thing,Simply Red,27,27,14
30/5/87,42,Funkytown,Pseudo Echo,59,42,3
30/5/87,43,Rock The Night,Europe,50,43,5
30/5/87,44,Same Ole Love (365 Days A Year),Anita Baker,44,44,11
30/5/87,45,Soul City,Partland Brothers,51,45,5
30/5/87,46,I Knew You Were Waiting (For Me),Aretha Franklin & George Michael,34,1,15
30/5/87,47,Nothing's Gonna Stop Us Now,Starship,37,1,18
30/5/87,48,Heart And Soul,T'Pau,57,48,5
30/5/87,49,Sign 'O' The Times,Prince,35,3,13
30/5/87,50,Back And Forth,Cameo,54,50,6
30/5/87,51,I'd Still Say Yes,Klymaxx,61,51,5
30/5/87,52,Get That Love,Thompson Twins,32,31,10
30/5/87,53,We Are What We Are,The Other Ones,56,53,7
30/5/87,54,Show Me,The Cover Girls,48,44,14
30/5/87,55,Flames Of Paradise,Jennifer Rush (Duet With Elton John),64,55,3
30/5/87,56,Serious,Donna Allen,40,21,16
30/5/87,57,Kiss Him Goodbye,The Nylons,71,57,3
30/5/87,58,Ready Or Not,Lou Gramm,70,58,4
30/5/87,59,Wild Horses,Gino Vannelli,62,59,7
30/5/87,60,The Pleasure Principle,Janet Jackson,78,60,2
30/5/87,61,Variety Tonight,REO Speedwagon,63,61,4
30/5/87,62,Dirty Water,Rock And Hyde,65,62,6
30/5/87,63,Why Can't This Night Go On Forever,Journey,60,60,6
30/5/87,64,Only In My Dreams,Debbie Gibson,75,64,4
30/5/87,65,Happy,Surface,82,65,2
30/5/87,66,Rhythm Is Gonna Get You,Gloria Estefan & Miami Sound Machine,,66,1
30/5/87,67,Weatherman Says,Jack Wagner,73,67,4
30/5/87,68,"Girls, Girls, Girls",Motley Crue,,68,1
30/5/87,69,Should I See,Frozen Ghost,69,69,8
30/5/87,70,Why Should I Cry?,Nona Hendryx,80,70,2
30/5/87,71,Somebody Save Me,Cinderella,66,66,6
30/5/87,72,Midnight Blue,Lou Gramm,55,5,18
30/5/87,73,Lean On Me,Club Nouveau,53,1,16
30/5/87,74,Break Every Rule,Tina Turner,74,74,4
30/5/87,75,Weapons Of Love,The Truth,79,75,4
30/5/87,76,Wot's It To Ya,Robbie Nevil,,76,1
30/5/87,77,Primitive Love Rites,Mondo Rock,84,77,2
30/5/87,78,Give Me All Night,Carly Simon,83,78,2
30/5/87,79,Can't Get Started,Peter Wolf,92,79,2
30/5/87,80,Right Next Door (Because Of Me),The Robert Cray Band,85,80,3
30/5/87,81,What's Going On,Cyndi Lauper,38,12,12
30/5/87,82,There's Nothing Better Than Love,Luther Vandross with Gregory Hines,58,50,12
30/5/87,83,If I Was Your Girlfriend,Prince,,83,1
30/5/87,84,I'm No Angel,The Gregg Allman Band,68,49,9
30/5/87,85,Back In The High Life Again,Steve Winwood,,85,1
30/5/87,86,Moonlighting (Theme),Al Jarreau,,86,1
30/5/87,87,Stone Love,Kool & The Gang,49,10,17
30/5/87,88,Man Against The World,Survivor,86,86,4
30/5/87,89,She Don't Look Back,Dan Fogelberg,,89,1
30/5/87,90,Why You Treat Me So Bad,Club Nouveau,,90,1
30/5/87,91,Shy Girl,Stacey Q,90,89,8
30/5/87,92,Meet El Presidente,Duran Duran,77,70,5
30/5/87,93,Come As You Are,Peter Wolf,72,15,14
30/5/87,94,Walking Down Your Street,The Bangles,67,11,16
30/5/87,95,Can'tcha Say (You Believe In Me)/Still In Love,Boston,87,20,13
30/5/87,96,Little Suzi,Tesla,91,91,3
30/5/87,97,Come Go With Me,Expose,81,5,19
30/5/87,98,Dominoes,Robbie Nevil,76,14,16
30/5/87,99,Boom Boom (Let's Go Back To My Room),Paul Lekakis,89,43,13
30/5/87,100,Something In My House,Dead Or Alive,88,85,6
23/5/87,1,With or Without You,U2,1,1,10
23/5/87,2,Looking For A New Love,Jody Watley,2,2,12
23/5/87,3,The Lady In Red,Chris de Burgh,5,3,15
23/5/87,4,You Keep Me Hangin' On,Kim Wilde,8,4,9
23/5/87,5,(I Just) Died In Your Arms,Cutting Crew,3,1,12
23/5/87,6,Heat Of The Night,Bryan Adams,6,6,9
23/5/87,7,Big Love,Fleetwood Mac,7,7,9
23/5/87,8,Always,Atlantic Starr,10,8,9
23/5/87,9,La Isla Bonita,Madonna,4,4,10
23/5/87,10,Talk Dirty To Me,Poison,9,9,11
23/5/87,11,Right On Track,The Breakfast Club,11,11,11
23/5/87,12,I Know What I Like,Huey Lewis & The News,12,12,8
23/5/87,13,Nothing's Gonna Change My Love For You,Glenn Medeiros,13,13,15
23/5/87,14,Wanted Dead Or Alive,Bon Jovi,14,14,7
23/5/87,15,Head To Toe,Lisa Lisa And Cult Jam,19,15,7
23/5/87,16,In Too Deep,Genesis,24,16,5
23/5/87,17,Diamonds,Herb Alpert,23,17,7
23/5/87,18,If She Would Have Been Faithful. . .,Chicago,21,18,10
23/5/87,19,Meet Me Half Way,Kenny Loggins,26,19,12
23/5/87,20,Se La,Lionel Richie,20,20,9
23/5/87,21,Day-In Day-Out,David Bowie,25,21,8
23/5/87,22,Just To See Her,Smokey Robinson,33,22,9
23/5/87,23,You Can Call Me Al,Paul Simon,29,23,23
23/5/87,24,Songbird,Kenny G,35,24,8
23/5/87,25,Don't Dream It's Over,Crowded House,15,2,19
23/5/87,26,Heartbreak Beat,Psychedelic Furs,30,26,11
23/5/87,27,The Right Thing,Simply Red,27,27,13
23/5/87,28,I Wanna Dance With Somebody (Who Loves Me),Whitney Houston,38,28,2
23/5/87,29,Fascinated,Company B,36,29,10
23/5/87,30,Lessons In Love,Level 42,37,30,8
23/5/87,31,The Finer Things,Steve Winwood,18,8,16
23/5/87,32,Get That Love,Thompson Twins,31,31,9
23/5/87,33,Don't Disturb This Groove,The System,39,33,7
23/5/87,34,I Knew You Were Waiting (For Me),Aretha Franklin & George Michael,22,1,14
23/5/87,35,Sign 'O' The Times,Prince,17,3,12
23/5/87,36,Jammin' Me,Tom Petty And The Heartbreakers,44,36,5
23/5/87,37,Nothing's Gonna Stop Us Now,Starship,34,1,17
23/5/87,38,What's Going On,Cyndi Lauper,16,12,11
23/5/87,39,Alone,Heart,53,39,2
23/5/87,40,Serious,Donna Allen,28,21,15
23/5/87,41,Endless Nights,Eddie Money,49,41,7
23/5/87,42,Something So Strong,Crowded House,52,42,4
23/5/87,43,Sweet Sixteen,Billy Idol,48,43,5
23/5/87,44,Same Ole Love (365 Days A Year),Anita Baker,45,44,10
23/5/87,45,Point Of No Return,Expose,56,45,3
23/5/87,46,I'll Still Be Loving You,Restless Heart,50,46,7
23/5/87,47,Every Little Kiss,Bruce Hornsby & The Range,61,47,11
23/5/87,48,Show Me,The Cover Girls,47,44,13
23/5/87,49,Stone Love,Kool & The Gang,32,10,16
23/5/87,50,Rock The Night,Europe,58,50,4
23/5/87,51,Soul City,Partland Brothers,60,51,4
23/5/87,52,"Shakedown (From ""Beverly Hills Cop II"")",Bob Seger,,52,1
23/5/87,53,Lean On Me,Club Nouveau,42,1,15
23/5/87,54,Back And Forth,Cameo,57,54,5
23/5/87,55,Midnight Blue,Lou Gramm,41,5,17
23/5/87,56,We Are What We Are,The Other Ones,59,56,6
23/5/87,57,Heart And Soul,T'Pau,62,57,4
23/5/87,58,There's Nothing Better Than Love,Luther Vandross with Gregory Hines,51,50,11
23/5/87,59,Funkytown,Pseudo Echo,83,59,2
23/5/87,60,Why Can't This Night Go On Forever,Journey,63,60,5
23/5/87,61,I'd Still Say Yes,Klymaxx,68,61,4
23/5/87,62,Wild Horses,Gino Vannelli,72,62,6
23/5/87,63,Variety Tonight,REO Speedwagon,71,63,3
23/5/87,64,Flames Of Paradise,Jennifer Rush (Duet With Elton John),86,64,2
23/5/87,65,Dirty Water,Rock And Hyde,66,65,5
23/5/87,66,Somebody Save Me,Cinderella,67,66,5
23/5/87,67,Walking Down Your Street,The Bangles,43,11,15
23/5/87,68,I'm No Angel,The Gregg Allman Band,54,49,8
23/5/87,69,Should I See,Frozen Ghost,69,69,7
23/5/87,70,Ready Or Not,Lou Gramm,79,70,3
23/5/87,71,Kiss Him Goodbye,The Nylons,87,71,2
23/5/87,72,Come As You Are,Peter Wolf,40,15,13
23/5/87,73,Weatherman Says,Jack Wagner,75,73,3
23/5/87,74,Break Every Rule,Tina Turner,81,74,3
23/5/87,75,Only In My Dreams,Debbie Gibson,88,75,3
23/5/87,76,Dominoes,Robbie Nevil,46,14,15
23/5/87,77,Meet El Presidente,Duran Duran,70,70,4
23/5/87,78,The Pleasure Principle,Janet Jackson,,78,1
23/5/87,79,Weapons Of Love,The Truth,84,79,3
23/5/87,80,Why Should I Cry?,Nona Hendryx,,80,1
23/5/87,81,Come Go With Me,Expose,55,5,18
23/5/87,82,Happy,Surface,,82,1
23/5/87,83,Give Me All Night,Carly Simon,,83,1
23/5/87,84,Primitive Love Rites,Mondo Rock,,84,1
23/5/87,85,Right Next Door (Because Of Me),The Robert Cray Band,94,85,2
23/5/87,86,Man Against The World,Survivor,90,86,3
23/5/87,87,Can'tcha Say (You Believe In Me)/Still In Love,Boston,78,20,12
23/5/87,88,Something In My House,Dead Or Alive,85,85,5
23/5/87,89,Boom Boom (Let's Go Back To My Room),Paul Lekakis,65,43,12
23/5/87,90,Shy Girl,Stacey Q,96,89,7
23/5/87,91,Little Suzi,Tesla,95,91,2
23/5/87,92,Can't Get Started,Peter Wolf,,92,1
23/5/87,93,Let's Wait Awhile,Janet Jackson,73,2,19
23/5/87,94,Brass Monkey,Beastie Boys,74,48,10
23/5/87,95,"Tonight, Tonight, Tonight",Genesis,80,3,15
23/5/87,96,Let's Go!,Wang Chung,82,9,18
23/5/87,97,Black Dog,Newcity Rockers,89,80,6
23/5/87,98,Living In A Dream,Pseudo Echo,64,57,9
23/5/87,99,The Final Countdown,Europe,76,8,18
23/5/87,100,Ship Of Fools (Save Me From Tomorrow),World Party,77,27,15
16/5/87,1,With or Without You,U2,3,1,9
16/5/87,2,Looking For A New Love,Jody Watley,2,2,11
16/5/87,3,(I Just) Died In Your Arms,Cutting Crew,1,1,11
16/5/87,4,La Isla Bonita,Madonna,4,4,9
16/5/87,5,The Lady In Red,Chris de Burgh,8,5,14
16/5/87,6,Heat Of The Night,Bryan Adams,7,6,8
16/5/87,7,Big Love,Fleetwood Mac,9,7,8
16/5/87,8,You Keep Me Hangin' On,Kim Wilde,14,8,8
16/5/87,9,Talk Dirty To Me,Poison,11,9,10
16/5/87,10,Always,Atlantic Starr,17,10,8
16/5/87,11,Right On Track,The Breakfast Club,15,11,10
16/5/87,12,I Know What I Like,Huey Lewis & The News,18,12,7
16/5/87,13,Nothing's Gonna Change My Love For You,Glenn Medeiros,16,13,14
16/5/87,14,Wanted Dead Or Alive,Bon Jovi,22,14,6
16/5/87,15,Don't Dream It's Over,Crowded House,5,2,18
16/5/87,16,What's Going On,Cyndi Lauper,12,12,10
16/5/87,17,Sign 'O' The Times,Prince,6,3,11
16/5/87,18,The Finer Things,Steve Winwood,13,8,15
16/5/87,19,Head To Toe,Lisa Lisa And Cult Jam,29,19,6
16/5/87,20,Se La,Lionel Richie,23,20,8
16/5/87,21,If She Would Have Been Faithful. . .,Chicago,24,21,9
16/5/87,22,I Knew You Were Waiting (For Me),Aretha Franklin & George Michael,10,1,13
16/5/87,23,Diamonds,Herb Alpert,33,23,6
16/5/87,24,In Too Deep,Genesis,34,24,4
16/5/87,25,Day-In Day-Out,David Bowie,25,25,7
16/5/87,26,Meet Me Half Way,Kenny Loggins,31,26,11
16/5/87,27,The Right Thing,Simply Red,28,27,12
16/5/87,28,Serious,Donna Allen,21,21,14
16/5/87,29,You Can Call Me Al,Paul Simon,36,29,22
16/5/87,30,Heartbreak Beat,Psychedelic Furs,35,30,10
16/5/87,31,Get That Love,Thompson Twins,32,31,8
16/5/87,32,Stone Love,Kool & The Gang,19,10,15
16/5/87,33,Just To See Her,Smokey Robinson,40,33,8
16/5/87,34,Nothing's Gonna Stop Us Now,Starship,20,1,16
16/5/87,35,Songbird,Kenny G,41,35,7
16/5/87,36,Fascinated,Company B,39,36,9
16/5/87,37,Lessons In Love,Level 42,42,37,7
16/5/87,38,I Wanna Dance With Somebody (Who Loves Me),Whitney Houston,,38,1
16/5/87,39,Don't Disturb This Groove,The System,46,39,6
16/5/87,40,Come As You Are,Peter Wolf,27,15,12
16/5/87,41,Midnight Blue,Lou Gramm,37,5,16
16/5/87,42,Lean On Me,Club Nouveau,38,1,14
16/5/87,43,Walking Down Your Street,The Bangles,26,11,14
16/5/87,44,Jammin' Me,Tom Petty And The Heartbreakers,48,44,4
16/5/87,45,Same Ole Love (365 Days A Year),Anita Baker,47,45,9
16/5/87,46,Dominoes,Robbie Nevil,30,14,14
16/5/87,47,Show Me,The Cover Girls,44,44,12
16/5/87,48,Sweet Sixteen,Billy Idol,54,48,4
16/5/87,49,Endless Nights,Eddie Money,51,49,6
16/5/87,50,I'll Still Be Loving You,Restless Heart,53,50,6
16/5/87,51,There's Nothing Better Than Love,Luther Vandross with Gregory Hines,50,50,10
16/5/87,52,Something So Strong,Crowded House,61,52,3
