date,rank,song,artist,last-week,peak-rank,weeks-on-board
29/12/90,1,Because I Love You (The Postman Song),Stevie B,1,1,13
29/12/90,2,Justify My Love,Madonna,2,2,7
29/12/90,3,From A Distance,Bette Midler,3,2,13
29/12/90,4,Impulsive,Wilson Phillips,4,4,12
29/12/90,5,Tom's Diner,DNA Featuring Suzanne Vega,5,5,13
29/12/90,6,High Enough,Damn Yankees,6,6,15
29/12/90,7,I'm Your Baby Tonight,Whitney Houston,7,1,11
29/12/90,8,Freedom,George Michael,8,8,10
29/12/90,9,The Way You Do The Things You Do,UB40,9,6,16
29/12/90,10,Sensitivity,Ralph Tresvant,10,10,9
29/12/90,11,Love Will Never Do (Without You),Janet Jackson,11,11,7
29/12/90,12,"Miracle (From ""Young Guns II"")",Jon Bon Jovi,12,12,10
29/12/90,13,Something To Believe In,Poison,13,4,13
29/12/90,14,Love Takes Time,Mariah Carey,14,1,16
29/12/90,15,Groove Is In The Heart,Deee-Lite,15,4,16
29/12/90,16,The First Time,Surface,16,16,9
29/12/90,17,Miles Away,Winger,17,17,12
29/12/90,18,One And Only Man,Steve Winwood,18,18,9
29/12/90,19,Wiggle It,2 In A Room,19,15,13
29/12/90,20,After The Rain,Nelson,20,20,9
29/12/90,21,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,21,21,7
29/12/90,22,Feels Good,Tony Toni Tone,22,9,18
29/12/90,23,Play That Funky Music,Vanilla Ice,23,23,4
29/12/90,24,Just Another Dream,Cathy Dennis,24,24,10
29/12/90,25,I'm Not In Love,Will To Power,25,25,7
29/12/90,26,For You,The Outfield,26,26,9
29/12/90,27,Hang In Long Enough,Phil Collins,27,27,8
29/12/90,28,More Than Words Can Say,Alias,28,2,17
29/12/90,29,On The Way Up,Elisa Fiorillo,29,29,14
29/12/90,30,Stranded,Heart,30,13,15
29/12/90,31,Fairweather Friend,Johnny Gill,31,28,11
29/12/90,32,Anything Is Possible,Debbie Gibson,32,32,7
29/12/90,33,You're Amazing,Robert Palmer,33,33,7
29/12/90,34,Gentle,Dino,34,34,8
29/12/90,35,Ice Ice Baby,Vanilla Ice,35,1,17
29/12/90,36,I'll Give All My Love To You,Keith Sweat,36,36,5
29/12/90,37,My Love Is A Fire,Donny Osmond,37,21,12
29/12/90,38,Knockin' Boots,Candyman,38,9,18
29/12/90,39,Disappear,INXS,39,39,6
29/12/90,40,Unchained Melody,The Righteous Brothers,40,19,13
29/12/90,41,Around The Way Girl,LL Cool J,41,41,5
29/12/90,42,So Close,Daryl Hall John Oates,42,11,14
29/12/90,43,Does She Love That Man?,Breathe Featuring David Glasper,43,43,7
29/12/90,44,The Ghetto,Too $hort,44,44,7
29/12/90,45,You Gotta Love Someone,Elton John,45,45,6
29/12/90,46,I Saw Red,Warrant,46,46,5
29/12/90,47,Pray,M.C. Hammer,47,2,14
29/12/90,48,New York Minute,Don Henley,48,48,8
29/12/90,49,The Shoop Shoop Song (It's In His Kiss),Cher,49,49,6
29/12/90,50,Hard To Handle,The Black Crowes,50,45,10
29/12/90,51,Where Does My Heart Beat Now,Celine Dion,51,51,4
29/12/90,52,World In My Eyes,Depeche Mode,52,52,6
29/12/90,53,All The Man That I Need,Whitney Houston,53,53,2
29/12/90,54,Hippychick,Soho,54,14,17
29/12/90,55,Love Makes Things Happen,Pebbles,55,55,5
29/12/90,56,If You Needed Somebody,Bad Company,56,56,8
29/12/90,57,B.B.D. (I Thought It Was Me)?,Bell Biv DeVoe,57,26,12
29/12/90,58,No Matter What,George LaMond (Duet With Brenda K. Starr),58,58,5
29/12/90,59,I Don't Have The Heart,James Ingram,59,1,22
29/12/90,60,Moneytalks,AC/DC,60,60,4
29/12/90,61,Candy,Iggy Pop With Kate Pierson,61,61,6
29/12/90,62,Heat Of The Moment,After 7,62,62,18
29/12/90,63,Close To You,Maxi Priest,63,1,27
29/12/90,64,Wicked Game,Chris Isaak,64,64,5
29/12/90,65,I Wanna Get With U,Guy,65,50,8
29/12/90,66,It Never Rains (In Southern California),Tony Toni Tone,66,66,2
29/12/90,67,Shelter Me,Cinderella,67,67,4
29/12/90,68,I Don't Know Anybody Else,Black Box,68,68,4
29/12/90,69,Can't Stop,After 7,69,6,23
29/12/90,70,Go For It! (Heart And Fire),Joey B. Ellis & Tynetta Hare,70,70,4
29/12/90,71,House Full Of Reasons,Jude Cole,71,71,5
29/12/90,72,Think,Information Society,72,28,13
29/12/90,73,Give It To Me Good,Trixter,73,73,5
29/12/90,74,Show Me The Way,Styx,74,74,4
29/12/90,75,Round And Round,Tevin Campbell,75,75,4
29/12/90,76,Giving You The Benefit,Pebbles,76,4,20
29/12/90,77,Just A Little Bit Longer,Maxi Priest,77,77,4
29/12/90,78,Deeper Shade Of Soul,Urban Dance Squad,78,78,3
29/12/90,79,Get Here,Oleta Adams,79,79,3
29/12/90,80,And So It Goes,Billy Joel,80,37,11
29/12/90,81,Cherry Pie,Warrant,81,10,17
29/12/90,82,Crash (Have Some Fun),TKA Featuring Michelle Visage,82,80,5
29/12/90,83,Joey,Concrete Blonde,83,19,20
29/12/90,84,Use It Up And Wear It Out,Pat & Mick,84,84,3
29/12/90,85,Melt In Your Mouth,Candyman,85,85,3
29/12/90,86,This Is Ponderous,2nu,86,86,2
29/12/90,87,Lyin' To Myself,David Cassidy,87,27,15
29/12/90,88,Missunderstanding,Al B. Sure!,88,42,12
29/12/90,89,This House,Tracie Spencer,89,89,2
29/12/90,90,The Swalk,Notorious,90,90,3
29/12/90,91,I Found Love,The Party,91,79,9
29/12/90,92,One More Try,Timmy T.,92,92,2
29/12/90,93,The Obvious Child,Paul Simon,93,93,3
29/12/90,94,(Can't Live Without Your) Love And Affection,Nelson,94,1,26
29/12/90,95,Wherever Would I Be,Cheap Trick,95,50,10
29/12/90,96,Spend My Life,Slaughter,96,96,2
29/12/90,97,Unchained Melody,The Righteous Brothers,97,4,19
29/12/90,98,Black Cat,Janet Jackson,98,1,16
29/12/90,99,Love Me Just For Me,Special Generation,99,91,4
29/12/90,100,Something Happened On The Way To Heaven,Phil Collins,100,4,22
22/12/90,1,Because I Love You (The Postman Song),Stevie B,1,1,12
22/12/90,2,Justify My Love,Madonna,4,2,6
22/12/90,3,From A Distance,Bette Midler,2,2,12
22/12/90,4,Impulsive,Wilson Phillips,5,4,11
22/12/90,5,Tom's Diner,DNA Featuring Suzanne Vega,7,5,12
22/12/90,6,High Enough,Damn Yankees,10,6,14
22/12/90,7,I'm Your Baby Tonight,Whitney Houston,3,1,10
22/12/90,8,Freedom,George Michael,9,8,9
22/12/90,9,The Way You Do The Things You Do,UB40,6,6,15
22/12/90,10,Sensitivity,Ralph Tresvant,14,10,8
22/12/90,11,Love Will Never Do (Without You),Janet Jackson,17,11,6
22/12/90,12,"Miracle (From ""Young Guns II"")",Jon Bon Jovi,13,12,9
22/12/90,13,Something To Believe In,Poison,8,4,12
22/12/90,14,Love Takes Time,Mariah Carey,12,1,15
22/12/90,15,Groove Is In The Heart,Deee-Lite,11,4,15
22/12/90,16,The First Time,Surface,19,16,8
22/12/90,17,Miles Away,Winger,18,17,11
22/12/90,18,One And Only Man,Steve Winwood,22,18,8
22/12/90,19,Wiggle It,2 In A Room,15,15,12
22/12/90,20,After The Rain,Nelson,24,20,8
22/12/90,21,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,30,21,6
22/12/90,22,Feels Good,Tony Toni Tone,16,9,17
22/12/90,23,Play That Funky Music,Vanilla Ice,37,23,3
22/12/90,24,Just Another Dream,Cathy Dennis,25,24,9
22/12/90,25,I'm Not In Love,Will To Power,27,25,6
22/12/90,26,For You,The Outfield,32,26,8
22/12/90,27,Hang In Long Enough,Phil Collins,33,27,7
22/12/90,28,More Than Words Can Say,Alias,21,2,16
22/12/90,29,On The Way Up,Elisa Fiorillo,34,29,13
22/12/90,30,Stranded,Heart,20,13,14
22/12/90,31,Fairweather Friend,Johnny Gill,28,28,10
22/12/90,32,Anything Is Possible,Debbie Gibson,35,32,6
22/12/90,33,You're Amazing,Robert Palmer,41,33,6
22/12/90,34,Gentle,Dino,42,34,7
22/12/90,35,Ice Ice Baby,Vanilla Ice,29,1,16
22/12/90,36,I'll Give All My Love To You,Keith Sweat,44,36,4
22/12/90,37,My Love Is A Fire,Donny Osmond,23,21,11
22/12/90,38,Knockin' Boots,Candyman,26,9,17
22/12/90,39,Disappear,INXS,46,39,5
22/12/90,40,Unchained Melody,The Righteous Brothers,39,19,12
22/12/90,41,Around The Way Girl,LL Cool J,52,41,4
22/12/90,42,So Close,Daryl Hall John Oates,31,11,13
22/12/90,43,Does She Love That Man?,Breathe Featuring David Glasper,48,43,6
22/12/90,44,The Ghetto,Too $hort,50,44,6
22/12/90,45,You Gotta Love Someone,Elton John,51,45,5
22/12/90,46,I Saw Red,Warrant,58,46,4
22/12/90,47,Pray,M.C. Hammer,36,2,13
22/12/90,48,New York Minute,Don Henley,49,48,7
22/12/90,49,The Shoop Shoop Song (It's In His Kiss),Cher,55,49,5
22/12/90,50,Hard To Handle,The Black Crowes,45,45,9
22/12/90,51,Where Does My Heart Beat Now,Celine Dion,65,51,3
22/12/90,52,World In My Eyes,Depeche Mode,53,52,5
22/12/90,53,All The Man That I Need,Whitney Houston,,53,1
22/12/90,54,Hippychick,Soho,38,14,16
22/12/90,55,Love Makes Things Happen,Pebbles,66,55,4
22/12/90,56,If You Needed Somebody,Bad Company,56,56,7
22/12/90,57,B.B.D. (I Thought It Was Me)?,Bell Biv DeVoe,43,26,11
22/12/90,58,No Matter What,George LaMond (Duet With Brenda K. Starr),61,58,4
22/12/90,59,I Don't Have The Heart,James Ingram,40,1,21
22/12/90,60,Moneytalks,AC/DC,67,60,3
22/12/90,61,Candy,Iggy Pop With Kate Pierson,63,61,5
22/12/90,62,Heat Of The Moment,After 7,64,62,17
22/12/90,63,Close To You,Maxi Priest,47,1,26
22/12/90,64,Wicked Game,Chris Isaak,69,64,4
22/12/90,65,I Wanna Get With U,Guy,57,50,7
22/12/90,66,It Never Rains (In Southern California),Tony Toni Tone,,66,1
22/12/90,67,Shelter Me,Cinderella,72,67,3
22/12/90,68,I Don't Know Anybody Else,Black Box,74,68,3
22/12/90,69,Can't Stop,After 7,59,6,22
22/12/90,70,Go For It! (Heart And Fire),Joey B. Ellis & Tynetta Hare,83,70,3
22/12/90,71,House Full Of Reasons,Jude Cole,71,71,4
22/12/90,72,Think,Information Society,54,28,12
22/12/90,73,Give It To Me Good,Trixter,77,73,4
22/12/90,74,Show Me The Way,Styx,81,74,3
22/12/90,75,Round And Round,Tevin Campbell,76,75,3
22/12/90,76,Giving You The Benefit,Pebbles,62,4,19
22/12/90,77,Just A Little Bit Longer,Maxi Priest,82,77,3
22/12/90,78,Deeper Shade Of Soul,Urban Dance Squad,93,78,2
22/12/90,79,Get Here,Oleta Adams,89,79,2
22/12/90,80,And So It Goes,Billy Joel,60,37,10
22/12/90,81,Cherry Pie,Warrant,70,10,16
22/12/90,82,Crash (Have Some Fun),TKA Featuring Michelle Visage,80,80,4
22/12/90,83,Joey,Concrete Blonde,68,19,19
22/12/90,84,Use It Up And Wear It Out,Pat & Mick,86,84,2
22/12/90,85,Melt In Your Mouth,Candyman,95,85,2
22/12/90,86,This Is Ponderous,2nu,,86,1
22/12/90,87,Lyin' To Myself,David Cassidy,73,27,14
22/12/90,88,Missunderstanding,Al B. Sure!,75,42,11
22/12/90,89,This House,Tracie Spencer,,89,1
22/12/90,90,The Swalk,Notorious,90,90,2
22/12/90,91,I Found Love,The Party,85,79,8
22/12/90,92,One More Try,Timmy T.,,92,1
22/12/90,93,The Obvious Child,Paul Simon,96,93,2
22/12/90,94,(Can't Live Without Your) Love And Affection,Nelson,87,1,25
22/12/90,95,Wherever Would I Be,Cheap Trick,78,50,9
22/12/90,96,Spend My Life,Slaughter,,96,1
22/12/90,97,Unchained Melody,The Righteous Brothers,84,4,18
22/12/90,98,Black Cat,Janet Jackson,79,1,15
22/12/90,99,Love Me Just For Me,Special Generation,91,91,3
22/12/90,100,Something Happened On The Way To Heaven,Phil Collins,88,4,21
15/12/90,1,Because I Love You (The Postman Song),Stevie B,1,1,11
15/12/90,2,From A Distance,Bette Midler,3,2,11
15/12/90,3,I'm Your Baby Tonight,Whitney Houston,2,1,9
15/12/90,4,Justify My Love,Madonna,10,4,5
15/12/90,5,Impulsive,Wilson Phillips,7,5,10
15/12/90,6,The Way You Do The Things You Do,UB40,8,6,14
15/12/90,7,Tom's Diner,DNA Featuring Suzanne Vega,9,7,11
15/12/90,8,Something To Believe In,Poison,4,4,11
15/12/90,9,Freedom,George Michael,12,9,8
15/12/90,10,High Enough,Damn Yankees,11,10,13
15/12/90,11,Groove Is In The Heart,Deee-Lite,6,4,14
15/12/90,12,Love Takes Time,Mariah Carey,5,1,14
15/12/90,13,"Miracle (From ""Young Guns II"")",Jon Bon Jovi,18,13,8
15/12/90,14,Sensitivity,Ralph Tresvant,19,14,7
15/12/90,15,Wiggle It,2 In A Room,17,15,11
15/12/90,16,Feels Good,Tony Toni Tone,14,9,16
15/12/90,17,Love Will Never Do (Without You),Janet Jackson,24,17,5
15/12/90,18,Miles Away,Winger,22,18,10
15/12/90,19,The First Time,Surface,27,19,7
15/12/90,20,Stranded,Heart,13,13,13
15/12/90,21,More Than Words Can Say,Alias,16,2,15
15/12/90,22,One And Only Man,Steve Winwood,25,22,7
15/12/90,23,My Love Is A Fire,Donny Osmond,21,21,10
15/12/90,24,After The Rain,Nelson,30,24,7
15/12/90,25,Just Another Dream,Cathy Dennis,34,25,8
15/12/90,26,Knockin' Boots,Candyman,23,9,16
15/12/90,27,I'm Not In Love,Will To Power,39,27,5
15/12/90,28,Fairweather Friend,Johnny Gill,32,28,9
15/12/90,29,Ice Ice Baby,Vanilla Ice,20,1,15
15/12/90,30,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,41,30,5
15/12/90,31,So Close,Daryl Hall John Oates,15,11,12
15/12/90,32,For You,The Outfield,35,32,7
15/12/90,33,Hang In Long Enough,Phil Collins,36,33,6
15/12/90,34,On The Way Up,Elisa Fiorillo,38,34,12
15/12/90,35,Anything Is Possible,Debbie Gibson,42,35,5
15/12/90,36,Pray,M.C. Hammer,28,2,12
15/12/90,37,Play That Funky Music,Vanilla Ice,66,37,2
15/12/90,38,Hippychick,Soho,29,14,15
15/12/90,39,Unchained Melody,The Righteous Brothers,40,19,11
15/12/90,40,I Don't Have The Heart,James Ingram,31,1,20
15/12/90,41,You're Amazing,Robert Palmer,51,41,5
15/12/90,42,Gentle,Dino,47,42,6
15/12/90,43,B.B.D. (I Thought It Was Me)?,Bell Biv DeVoe,26,26,10
15/12/90,44,I'll Give All My Love To You,Keith Sweat,48,44,3
15/12/90,45,Hard To Handle,The Black Crowes,49,45,8
15/12/90,46,Disappear,INXS,54,46,4
15/12/90,47,Close To You,Maxi Priest,43,1,25
15/12/90,48,Does She Love That Man?,Breathe Featuring David Glasper,56,48,5
15/12/90,49,New York Minute,Don Henley,53,49,6
15/12/90,50,The Ghetto,Too $hort,57,50,5
15/12/90,51,You Gotta Love Someone,Elton John,60,51,4
15/12/90,52,Around The Way Girl,LL Cool J,62,52,3
15/12/90,53,World In My Eyes,Depeche Mode,59,53,4
15/12/90,54,Think,Information Society,33,28,11
15/12/90,55,The Shoop Shoop Song (It's In His Kiss),Cher,63,55,4
15/12/90,56,If You Needed Somebody,Bad Company,65,56,6
15/12/90,57,I Wanna Get With U,Guy,50,50,6
15/12/90,58,I Saw Red,Warrant,71,58,3
15/12/90,59,Can't Stop,After 7,46,6,21
15/12/90,60,And So It Goes,Billy Joel,37,37,9
15/12/90,61,No Matter What,George LaMond (Duet With Brenda K. Starr),69,61,3
15/12/90,62,Giving You The Benefit,Pebbles,44,4,18
15/12/90,63,Candy,Iggy Pop With Kate Pierson,68,63,4
15/12/90,64,Heat Of The Moment,After 7,70,64,16
15/12/90,65,Where Does My Heart Beat Now,Celine Dion,80,65,2
15/12/90,66,Love Makes Things Happen,Pebbles,74,66,3
15/12/90,67,Moneytalks,AC/DC,76,67,2
15/12/90,68,Joey,Concrete Blonde,55,19,18
15/12/90,69,Wicked Game,Chris Isaak,77,69,3
15/12/90,70,Cherry Pie,Warrant,45,10,15
15/12/90,71,House Full Of Reasons,Jude Cole,73,71,3
15/12/90,72,Shelter Me,Cinderella,89,72,2
15/12/90,73,Lyin' To Myself,David Cassidy,52,27,13
15/12/90,74,I Don't Know Anybody Else,Black Box,86,74,2
15/12/90,75,Missunderstanding,Al B. Sure!,67,42,10
15/12/90,76,Round And Round,Tevin Campbell,78,76,2
15/12/90,77,Give It To Me Good,Trixter,87,77,3
15/12/90,78,Wherever Would I Be,Cheap Trick,61,50,8
15/12/90,79,Black Cat,Janet Jackson,58,1,14
15/12/90,80,Crash (Have Some Fun),TKA Featuring Michelle Visage,85,80,3
15/12/90,81,Show Me The Way,Styx,96,81,2
15/12/90,82,Just A Little Bit Longer,Maxi Priest,84,82,2
15/12/90,83,Go For It! (Heart And Fire),Joey B. Ellis & Tynetta Hare,92,83,2
15/12/90,84,Unchained Melody,The Righteous Brothers,72,4,17
15/12/90,85,I Found Love,The Party,88,79,7
15/12/90,86,Use It Up And Wear It Out,Pat & Mick,,86,1
15/12/90,87,(Can't Live Without Your) Love And Affection,Nelson,75,1,24
15/12/90,88,Something Happened On The Way To Heaven,Phil Collins,91,4,20
15/12/90,89,Get Here,Oleta Adams,,89,1
15/12/90,90,The Swalk,Notorious,,90,1
15/12/90,91,Love Me Just For Me,Special Generation,95,91,2
15/12/90,92,Fly To the Angels,Slaughter,64,19,18
15/12/90,93,Deeper Shade Of Soul,Urban Dance Squad,,93,1
15/12/90,94,I'm Free,The Soup Dragons,79,79,5
15/12/90,95,Melt In Your Mouth,Candyman,,95,1
15/12/90,96,The Obvious Child,Paul Simon,,96,1
15/12/90,97,Tic-Tac-Toe,Kyper,81,14,25
15/12/90,98,Oh Girl,Paul Young,94,8,23
15/12/90,99,Tick Tock,Vaughan Brothers,83,65,9
15/12/90,100,Love Is A Killer,Vixen,82,71,6
8/12/90,1,Because I Love You (The Postman Song),Stevie B,3,1,10
8/12/90,2,I'm Your Baby Tonight,Whitney Houston,1,1,8
8/12/90,3,From A Distance,Bette Midler,5,3,10
8/12/90,4,Something To Believe In,Poison,6,4,10
8/12/90,5,Love Takes Time,Mariah Carey,2,1,13
8/12/90,6,Groove Is In The Heart,Deee-Lite,4,4,13
8/12/90,7,Impulsive,Wilson Phillips,9,7,9
8/12/90,8,The Way You Do The Things You Do,UB40,8,8,13
8/12/90,9,Tom's Diner,DNA Featuring Suzanne Vega,12,9,10
8/12/90,10,Justify My Love,Madonna,23,10,4
8/12/90,11,High Enough,Damn Yankees,14,11,12
8/12/90,12,Freedom,George Michael,15,12,7
8/12/90,13,Stranded,Heart,13,13,12
8/12/90,14,Feels Good,Tony Toni Tone,10,9,15
8/12/90,15,So Close,Daryl Hall John Oates,11,11,11
8/12/90,16,More Than Words Can Say,Alias,7,2,14
8/12/90,17,Wiggle It,2 In A Room,19,17,10
8/12/90,18,"Miracle (From ""Young Guns II"")",Jon Bon Jovi,18,18,7
8/12/90,19,Sensitivity,Ralph Tresvant,22,19,6
8/12/90,20,Ice Ice Baby,Vanilla Ice,16,1,14
8/12/90,21,My Love Is A Fire,Donny Osmond,25,21,9
8/12/90,22,Miles Away,Winger,27,22,9
8/12/90,23,Knockin' Boots,Candyman,21,9,15
8/12/90,24,Love Will Never Do (Without You),Janet Jackson,31,24,4
8/12/90,25,One And Only Man,Steve Winwood,29,25,6
8/12/90,26,B.B.D. (I Thought It Was Me)?,Bell Biv DeVoe,26,26,9
8/12/90,27,The First Time,Surface,33,27,6
8/12/90,28,Pray,M.C. Hammer,20,2,11
8/12/90,29,Hippychick,Soho,17,14,14
8/12/90,30,After The Rain,Nelson,35,30,6
8/12/90,31,I Don't Have The Heart,James Ingram,24,1,19
8/12/90,32,Fairweather Friend,Johnny Gill,34,32,8
8/12/90,33,Think,Information Society,28,28,10
8/12/90,34,Just Another Dream,Cathy Dennis,41,34,7
8/12/90,35,For You,The Outfield,39,35,6
8/12/90,36,Hang In Long Enough,Phil Collins,44,36,5
8/12/90,37,And So It Goes,Billy Joel,37,37,8
8/12/90,38,On The Way Up,Elisa Fiorillo,42,38,11
8/12/90,39,I'm Not In Love,Will To Power,46,39,4
8/12/90,40,Unchained Melody,The Righteous Brothers,30,19,10
8/12/90,41,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,47,41,4
8/12/90,42,Anything Is Possible,Debbie Gibson,49,42,4
8/12/90,43,Close To You,Maxi Priest,36,1,24
8/12/90,44,Giving You The Benefit,Pebbles,32,4,17
8/12/90,45,Cherry Pie,Warrant,45,10,14
8/12/90,46,Can't Stop,After 7,38,6,20
8/12/90,47,Gentle,Dino,51,47,5
8/12/90,48,I'll Give All My Love To You,Keith Sweat,54,48,2
8/12/90,49,Hard To Handle,The Black Crowes,53,49,7
8/12/90,50,I Wanna Get With U,Guy,52,50,5
8/12/90,51,You're Amazing,Robert Palmer,57,51,4
8/12/90,52,Lyin' To Myself,David Cassidy,43,27,12
8/12/90,53,New York Minute,Don Henley,58,53,5
8/12/90,54,Disappear,INXS,63,54,3
8/12/90,55,Joey,Concrete Blonde,48,19,17
8/12/90,56,Does She Love That Man?,Breathe Featuring David Glasper,62,56,4
8/12/90,57,The Ghetto,Too $hort,59,57,4
8/12/90,58,Black Cat,Janet Jackson,40,1,13
8/12/90,59,World In My Eyes,Depeche Mode,65,59,3
8/12/90,60,You Gotta Love Someone,Elton John,66,60,3
8/12/90,61,Wherever Would I Be,Cheap Trick,50,50,7
8/12/90,62,Around The Way Girl,LL Cool J,83,62,2
8/12/90,63,The Shoop Shoop Song (It's In His Kiss),Cher,64,63,3
8/12/90,64,Fly To the Angels,Slaughter,61,19,17
8/12/90,65,If You Needed Somebody,Bad Company,67,65,5
8/12/90,66,Play That Funky Music,Vanilla Ice,,66,1
8/12/90,67,Missunderstanding,Al B. Sure!,60,42,9
8/12/90,68,Candy,Iggy Pop With Kate Pierson,72,68,3
8/12/90,69,No Matter What,George LaMond (Duet With Brenda K. Starr),86,69,2
8/12/90,70,Heat Of The Moment,After 7,73,70,15
8/12/90,71,I Saw Red,Warrant,85,71,2
8/12/90,72,Unchained Melody,The Righteous Brothers,55,4,16
8/12/90,73,House Full Of Reasons,Jude Cole,82,73,2
8/12/90,74,Love Makes Things Happen,Pebbles,91,74,2
8/12/90,75,(Can't Live Without Your) Love And Affection,Nelson,56,1,23
8/12/90,76,Moneytalks,AC/DC,,76,1
8/12/90,77,Wicked Game,Chris Isaak,94,77,2
8/12/90,78,Round And Round,Tevin Campbell,,78,1
8/12/90,79,I'm Free,The Soup Dragons,88,79,4
8/12/90,80,Where Does My Heart Beat Now,Celine Dion,,80,1
8/12/90,81,Tic-Tac-Toe,Kyper,68,14,24
8/12/90,82,Love Is A Killer,Vixen,71,71,5
8/12/90,83,Tick Tock,Vaughan Brothers,69,65,8
8/12/90,84,Just A Little Bit Longer,Maxi Priest,,84,1
8/12/90,85,Crash (Have Some Fun),TKA Featuring Michelle Visage,92,85,2
8/12/90,86,I Don't Know Anybody Else,Black Box,,86,1
8/12/90,87,Give It To Me Good,Trixter,95,87,2
8/12/90,88,I Found Love,The Party,79,79,6
8/12/90,89,Shelter Me,Cinderella,,89,1
8/12/90,90,Dream Boy/Dream Girl,Cynthia & Johnny O,81,53,15
8/12/90,91,Something Happened On The Way To Heaven,Phil Collins,74,4,19
8/12/90,92,Go For It! (Heart And Fire),Joey B. Ellis & Tynetta Hare,,92,1
8/12/90,93,So Hard,Pet Shop Boys,76,62,8
8/12/90,94,Oh Girl,Paul Young,87,8,22
8/12/90,95,Love Me Just For Me,Special Generation,,95,1
8/12/90,96,Show Me The Way,Styx,,96,1
8/12/90,97,The Boomin' System,LL Cool J,78,48,11
8/12/90,98,Everybody Everybody,Black Box,70,8,19
8/12/90,99,Romeo,Dino,80,6,18
8/12/90,100,"Blaze Of Glory (From ""Young Guns II"")",Jon Bon Jovi,75,1,21
1/12/90,1,I'm Your Baby Tonight,Whitney Houston,3,1,7
1/12/90,2,Love Takes Time,Mariah Carey,1,1,12
1/12/90,3,Because I Love You (The Postman Song),Stevie B,5,3,9
1/12/90,4,Groove Is In The Heart,Deee-Lite,4,4,12
1/12/90,5,From A Distance,Bette Midler,7,5,9
1/12/90,6,Something To Believe In,Poison,6,6,9
1/12/90,7,More Than Words Can Say,Alias,2,2,13
1/12/90,8,The Way You Do The Things You Do,UB40,13,8,12
1/12/90,9,Impulsive,Wilson Phillips,15,9,8
1/12/90,10,Feels Good,Tony Toni Tone,9,9,14
1/12/90,11,So Close,Daryl Hall John Oates,12,11,10
1/12/90,12,Tom's Diner,DNA Featuring Suzanne Vega,19,12,9
1/12/90,13,Stranded,Heart,17,13,11
1/12/90,14,High Enough,Damn Yankees,18,14,11
1/12/90,15,Freedom,George Michael,20,15,6
1/12/90,16,Ice Ice Baby,Vanilla Ice,11,1,13
1/12/90,17,Hippychick,Soho,14,14,13
1/12/90,18,"Miracle (From ""Young Guns II"")",Jon Bon Jovi,22,18,6
1/12/90,19,Wiggle It,2 In A Room,21,19,9
1/12/90,20,Pray,M.C. Hammer,8,2,10
1/12/90,21,Knockin' Boots,Candyman,10,9,14
1/12/90,22,Sensitivity,Ralph Tresvant,24,22,5
1/12/90,23,Justify My Love,Madonna,36,23,3
1/12/90,24,I Don't Have The Heart,James Ingram,16,1,18
1/12/90,25,My Love Is A Fire,Donny Osmond,28,25,8
1/12/90,26,B.B.D. (I Thought It Was Me)?,Bell Biv DeVoe,26,26,8
1/12/90,27,Miles Away,Winger,33,27,8
1/12/90,28,Think,Information Society,29,28,9
1/12/90,29,One And Only Man,Steve Winwood,35,29,5
1/12/90,30,Unchained Melody,The Righteous Brothers,31,19,9
1/12/90,31,Love Will Never Do (Without You),Janet Jackson,48,31,3
1/12/90,32,Giving You The Benefit,Pebbles,23,4,16
1/12/90,33,The First Time,Surface,40,33,5
1/12/90,34,Fairweather Friend,Johnny Gill,38,34,7
1/12/90,35,After The Rain,Nelson,41,35,5
1/12/90,36,Close To You,Maxi Priest,30,1,23
1/12/90,37,And So It Goes,Billy Joel,39,37,7
1/12/90,38,Can't Stop,After 7,32,6,19
1/12/90,39,For You,The Outfield,45,39,5
1/12/90,40,Black Cat,Janet Jackson,25,1,12
1/12/90,41,Just Another Dream,Cathy Dennis,47,41,6
1/12/90,42,On The Way Up,Elisa Fiorillo,43,42,10
1/12/90,43,Lyin' To Myself,David Cassidy,27,27,11
1/12/90,44,Hang In Long Enough,Phil Collins,46,44,4
1/12/90,45,Cherry Pie,Warrant,34,10,13
1/12/90,46,I'm Not In Love,Will To Power,52,46,3
1/12/90,47,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,58,47,3
1/12/90,48,Joey,Concrete Blonde,37,19,16
1/12/90,49,Anything Is Possible,Debbie Gibson,55,49,3
1/12/90,50,Wherever Would I Be,Cheap Trick,53,50,6
1/12/90,51,Gentle,Dino,59,51,4
1/12/90,52,I Wanna Get With U,Guy,57,52,4
1/12/90,53,Hard To Handle,The Black Crowes,60,53,6
1/12/90,54,I'll Give All My Love To You,Keith Sweat,,54,1
1/12/90,55,Unchained Melody,The Righteous Brothers,44,4,15
1/12/90,56,(Can't Live Without Your) Love And Affection,Nelson,51,1,22
1/12/90,57,You're Amazing,Robert Palmer,66,57,3
1/12/90,58,New York Minute,Don Henley,63,58,4
1/12/90,59,The Ghetto,Too $hort,86,59,3
1/12/90,60,Missunderstanding,Al B. Sure!,42,42,8
1/12/90,61,Fly To the Angels,Slaughter,49,19,16
